Name	MOA	Target	Phase
APC-100	anti-inflammatory agent, androgen receptor antagonist	AR	Phase 1/Phase 2
APcK-110	KIT inhibitor	KIT, STAT3	Preclinical
APD597	glucose dependent insulinotropic receptor agonist	GPR119	Phase 1
APD668	glucose dependent insulinotropic receptor agonist	GPR119	Phase 1
aphidicolin	RNA synthesis inhibitor		Phase 1
API-001	sigma receptor antagonist	SIGMAR1	Phase 2
API-1	AKT inhibitor	AKT1, AKT2, AKT3	Preclinical
apigenin	casein kinase inhibitor, cell proliferation inhibitor	AKR1B1, AR, CDK6, CFTR, CYP19A1, CYP1B1, HSD17B1	Preclinical
apixaban	coagulation factor inhibitor	F10	Launched
apocynin	NADPH oxidase inhibitor	NOX4	Phase 1
apoptosis-activator-II	carboxylesterase inhibitor	BCHE, CES1	Preclinical
APR-246	p53 activator	TP53	Phase 1/Phase 2
apraclonidine	adrenergic receptor agonist	ADRA1A, ADRA2A, ADRA2B, ADRA2C	Launched
apramycin	bacterial 30S ribosomal subunit inhibitor		Launched
apratastat	matrix metalloprotease inhibitor, tumor necrosis factor production inhibitor	ADAM17, MMP1, MMP13, MMP9	Phase 2
apremilast	phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4C, PDE4D	Launched
aprepitant	tachykinin antagonist	TACR1	Launched
apricitabine	nucleoside reverse transcriptase inhibitor		Phase 3
aprindine	voltage-gated sodium channel blocker	CALM1, SCN5A	Launched
aptiganel	glutamate receptor antagonist	GRIN1	Phase 3
APTO-253	krüppel-like factor expression enhancer	KLF4	Phase 1
APY-29	serine/threonine kinase inhibitor	ERN1	Preclinical
APY0201	phosphoinositide dependent kinase inhibitor	IL12A, IL12B, PIKFYVE	Preclinical
AP1903			Phase 1/Phase 2
AP26113	ALK tyrosine kinase receptor inhibitor	ALK, EGFR	Phase 2
AQ-RA741	acetylcholine receptor antagonist	CHRM2	Preclinical
AR-A014418	glycogen synthase kinase inhibitor	GSK3B	Preclinical
AR-C155858	monocarboxylate transporter inhibitor	SLC16A1, SLC16A7	Preclinical
AR-12	phosphoinositide dependent kinase inhibitor	PDPK1	Phase 1
AR-42	HDAC inhibitor	HDAC1	Phase 1
arachidonic-acid	cytochrome P450 inhibitor	CLCN2, KCNJ4, KCNK10, KCNK18, KCNK2, PRKCZ, PTGS1, TRPC6, TRPM2	Phase 1
arbidol	cytochrome P450 inhibitor	CYP3A4	Launched
arbutin	melanin inhibitor	TYR	Phase 2/Phase 3
ARC-239	adrenergic receptor antagonist	ADRA2A, ADRA2B, ADRA2C	Preclinical
arctigenin	MEK inhibitor	CHUK, MAP2K1	Preclinical
arcyriaflavin-a	CDK inhibitor	CCND1, CDK4	Preclinical
ardeparin	thrombin inhibitor	SERPINC1, SERPIND1	Withdrawn
arecaidine-but-2-ynyl-ester	acetylcholine receptor agonist	CHRM2	Preclinical
arecaidine-propargyl-ester	acetylcholine receptor agonist	CHRM1, CHRM2, CHRM3, CHRM4	Preclinical
arecoline	acetylcholine receptor agonist	CHRM1, CHRM2, CHRM3, CHRM4	Phase 1
argatroban	thrombin inhibitor	F2	Launched
arglabin	farnesyltransferase inhibitor	FNTA, NFKB1	Launched
aripiprazole	serotonin receptor agonist, serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7	Launched
armodafinil	adrenergic receptor agonist	SLC6A3	Launched
arofylline	phosphodiesterase inhibitor	PDE4A	Phase 3
arotinolol	adrenergic receptor antagonist	ADRB3	Launched
ARQ-092	AKT inhibitor	AKT2	Phase 1
ARQ-621	kinesin-like spindle protein inhibitor	KIF11	Phase 1
ARRY-334543	EGFR inhibitor	ERBB2	Phase 2
arsanilic-acid		LYZ	Phase 1
arsenic-trioxide	apoptosis stimulant	AKT1, CCND1, IKBKB, JUN, MAPK1, MAPK3, TXNRD1	Launched
artemether	antimalarial agent	ATP1A1	Launched
artemisinin	DNA synthesis inhibitor	CYP2B6	Launched
artemotil			Launched
artesunate	DNA synthesis inhibitor		Launched
articaine	local anesthetic		Launched
arundic-acid	astrocyte modulating agent	PTGS2, S100B	Phase 2/Phase 3
ARV-825	bromodomain inhibitor	BRD4	Preclinical
AS-1269574	glucose dependent insulinotropic receptor agonist	GPR119	Preclinical
AS-1892802	rho associated kinase inhibitor	ROCK1	Preclinical
AS-1949490	SHIP2 phosphatase inhibitor	INPP5D	Preclinical
AS-2034178	free fatty acid receptor agonist	FFAR1	Preclinical
AS-2444697	interleukin inhibitor	IRAK4	Preclinical
AS-252424	PI3K inhibitor	PIK3CG	Preclinical
AS-604850	PI3K inhibitor	PIK3CA, PIK3CG	Preclinical
AS-703026	MEK inhibitor	MAP2K1, MAP2K2	Phase 2
AS-77	potassium channel blocker	KCNA3, KCNA5, KCNN4	Preclinical
ASA-404	angiogenesis inhibitor		Phase 3
asaraldehyde	cyclooxygenase inhibitor	PTGS2	Preclinical
ASC-J9	androgen receptor enhancer	AR	Phase 2
ascomycin	calcineurin inhibitor	FKBP1A	Preclinical
ascorbic-acid	antioxidant	ALKBH2, ALKBH3, BBOX1, DBH, EGLN1, EGLN2, EGLN3, KDM5D, LCT, OGFOD1, OGFOD2, P3H1, P3H2, P3H3, P4HA1, P4HTM, PAM, PHYH, PLOD1, PLOD2, PLOD3, SLC23A1, SLC23A2, TMLHE	Launched
asenapine	dopamine receptor antagonist, serotonin receptor antagonist	ADRA1A, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD4, HRH1, HRH2, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7	Launched
asiatic-acid	apoptosis stimulant	PYGM	Preclinical
ASP-2535	glycine transporter inhibitor	SLC6A9	Phase 1
aspartame		TAS1R2, TRPV1	Launched
aspirin	cyclooxygenase inhibitor	AKR1C1, ASIC3, EDNRA, HSPA5, IKBKB, NFKB1, NFKB2, NFKBIA, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, PTGS1, PTGS2, RPS6KA3, TP53	Launched
ASP3026	ALK tyrosine kinase receptor inhibitor	ALK	Phase 1
AST-1306	EGFR inhibitor	EGFR, ERBB2	Phase 1
astaxanthin	antioxidant		Launched
astemizole	histamine receptor antagonist	HRH1, KCNH1, KCNH2	Withdrawn
astragaloside-a	antiinflammatory agent		Preclinical
asunaprevir	HCV inhibitor		Phase 3
asymmetrical-dimethylarginine	nitric oxide synthase inhibitor	NOS2, NOS3	Phase 1
AT-1015	serotonin receptor antagonist	HTR2A	Preclinical
AT-7519	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CDK6, CDK9	Phase 2
AT-9283	Aurora kinase inhibitor, JAK inhibitor	AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A	Phase 2
ataluren	CFTR channel agonist, dystrophin stimulant	DMD	Launched
atazanavir	HIV protease inhibitor		Launched
ATB-346	cyclooxygenase inhibitor	PTGER2	Phase 2
atenolol-(+)	adrenergic receptor antagonist		Preclinical
atenolol-(+/-)	adrenergic receptor antagonist	ADRB1, ADRB2	Launched
atenolol-(-)	adrenergic receptor antagonist		Phase 2
atglistatin	adipose triglyceride lipase inhibitor		Preclinical
atipamezole	adrenergic receptor antagonist		Launched
atiprimod	JAK inhibitor, STAT inhibitor	JAK2, STAT3	Phase 2
atizoram	phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4C, PDE4D	Phase 2
ATN-161	integrin antagonist	ITGA5, ITGAV, ITGB1, ITGB3	Phase 2
atomoxetine	norepinephrine transporter inhibitor	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, SLC6A2, SLC6A3, SLC6A4	Launched
atorvastatin	HMGCR inhibitor	AHR, DPP4, HMGCR	Launched
atosiban	oxytocin receptor antagonist	AVPR1A, AVPR1B, AVPR2, OXTR	Launched
atovaquone	mitochondrial electron transport inhibitor	DHODH	Launched
ATPA	glutamate receptor agonist	GRIA2, GRIK1	Preclinical
atracurium	acetylcholine receptor antagonist	CHRNA2	Launched
atrasentan	endothelin receptor antagonist	EDNRA	Phase 3
atropine	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	Launched
atropine-oxide	acetylcholine receptor antagonist		Preclinical
AT13148	protein kinase inhibitor	AKT1, AKT2, AKT3, ROCK1, ROCK2, SGK3	Phase 1
AT13387	HSP antagonist	HSP90AA1	Phase 2
AT7867	AKT inhibitor	AKT2, GSK3B, PKIA, PRKACA	Preclinical
auranofin	NFkB pathway inhibitor	IKBKB, PRDX5, TRPA1	Launched
aurora-a-inhibitor-i	Aurora kinase inhibitor	AURKA	Preclinical
aurothioglucose	PKC inhibitor	PRKCI	Launched
autotaxin-modulator-1	autotaxin inhibitor	ENPP2	Preclinical
AV-412	protein tyrosine kinase inhibitor	EGFR, ERBB2	Phase 1
AV-608	tachykinin antagonist	TACR1	Phase 2
avagacestat	gamma secretase inhibitor	PSEN1	Phase 2
avanafil	phosphodiesterase inhibitor	PDE5A	Launched
avasimibe	ACAT inhibitor	CES1	Phase 3
avatrombopag	thrombopoietin receptor agonist	MPL	Launched
AVE-0991	angiotensin receptor agonist	MRGPRX1	Preclinical
avibactam	beta lactamase inhibitor		Launched
AVL-292	Bruton's tyrosine kinase (BTK) inhibitor	BTK, YES1	Phase 2
AVN-944	inosine monophosphate dehydrogenase inhibitor	IMPDH1, IMPDH2	Phase 2
avobenzone	UV blocker	TYR	Launched
avridine	immunostimulant		Preclinical
axitinib	PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	CSF1, FLT1, FLT4, KDR, PLK4	Launched
AY-9944	hedgehog pathway modulator		Preclinical
AZ-10417808	caspase inhibitor	CASP3	Preclinical
AZ-10606120	purinergic receptor antagonist	P2RX7	Preclinical
AZ-12080282	hedgehog pathway inhibitor	DHH	Preclinical
AZ-628	RAF inhibitor	BRAF, RAF1	Preclinical
azacitidine	DNA methyltransferase inhibitor	DNMT1, DNMT3A	Launched
azacyclonol	histamine receptor antagonist	HRH1	Preclinical
azaguanine-8	purine antagonist	PNP	Preclinical
azalomycin-b	bacterial 50S ribosomal subunit inhibitor		Preclinical
azaperone	dopamine receptor antagonist	DRD2, DRD3	Launched
azapropazone	cyclooxygenase inhibitor	PTGS2	Withdrawn
azaserine	purine antagonist		Preclinical
azasetron	serotonin receptor antagonist	HTR3A, HTR3B	Launched
azatadine	histamine receptor antagonist	HRH1	Launched
azathioprine	dehydrogenase inhibitor	HPRT1, IMPDH1, PPAT	Launched
AZD1080	glycogen synthase kinase inhibitor	GSK3A, GSK3B	Phase 1
AZD1208	Pim kinase inhibitor	PIM1, PIM2, PIM3	Phase 1
AZD1283	purinergic receptor antagonist	P2RY12	Preclinical
AZD1446	acetylcholine receptor agonist	CHRNA4, CHRNB2	Phase 2
AZD1480	JAK inhibitor	JAK1, JAK2, JAK3	Phase 1
AZD1981	CRTH receptor antagonist	PTGDR2	Phase 2
AZD2014	mTOR inhibitor	MTOR	Phase 2
AZD2461	PARP inhibitor		Phase 1
AZD2858	glycogen synthase kinase inhibitor	GSK3B	Preclinical
AZD3264	IKK inhibitor	IKBKB	Preclinical
AZD3463	ALK tyrosine kinase receptor inhibitor, insulin growth factor receptor inhibitor	ALK, IGF1R	Preclinical
AZD3514	androgen receptor modulator	AR	Phase 1
AZD3759	EGFR inhibitor	EGFR	Phase 1
AZD3839	beta-secretase inhibitor	BACE1	Phase 1
AZD3965	monocarboxylate transporter inhibitor	SLC16A1	Phase 1
AZD3988	diacylglycerol kinase inhibitor	DGAT1	Preclinical
AZD4282	glutamate receptor antagonist	AGXT, AGXT2, ALAS1, ALAS2, BAAT, GARS, GATM, GCAT, GCSH, GLDC, GLRA1, GLRA2, GLRA3, GLRB, GLYAT, GLYATL1, GLYATL2, GNMT, GPR18, GPRC6A, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3B, GSS, PIPOX, SHMT1, SHMT2, SLC32A1, SLC36A1, SLC6A5, SLC6A9	Phase 1
AZD4547	FGFR inhibitor	FGFR1, FGFR2, FGFR3, FGFR4, IGF1R, KDR	Phase 2/Phase 3
AZD5069	CC chemokine receptor antagonist	CXCR2	Phase 2
AZD5363	AKT inhibitor	AKT1, AKT2, AKT3	Phase 2
AZD5438	CDK inhibitor	KCNH2	Phase 1
AZD5582	XIAP inhibitor	BIRC2, BIRC3, XIAP	Preclinical
AZD6482	PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG	Phase 1
AZD6738	ATR kinase inhibitor	ATR	Phase 1/Phase 2
AZD6765	glutamate receptor antagonist	GRIN1	Phase 2
AZD7545	pyruvate dehydrogenase kinase inhibitor	PDK1	Phase 1
AZD7687	diacylglycerol O acyltransferase inhibitor	DGAT1	Phase 1
AZD7762	CHK inhibitor	CHEK1, CHEK2	Phase 1
AZD8055	mTOR inhibitor	MTOR	Phase 1
AZD8186	PI3K inhibitor	PIK3CB, PIK3CD	Phase 1
AZD8330	MEK inhibitor		Phase 1
AZD8835	PI3K inhibitor	PIK3CA, PIK3CD	Phase 1
AZD8931	EGFR inhibitor	EGFR, ERBB2, ERBB3	Phase 2
AZD9272	glutamate receptor antagonist	GRM5	Preclinical
AZD9496	estrogen receptor agonist	ESR1	Phase 1
AZD9668	elastase inhibitor	ELANE	Phase 2
azelaic-acid	tyrosinase inhibitor	AKR1D1, SRD5A2, TYR	Launched
azelastine	histamine receptor antagonist	HRH1	Launched
azeliragon	RAGE receptor antagonist	AGER	Phase 3
azelnidipine	calcium channel blocker	CACNA1C	Launched
azilsartan	angiotensin receptor antagonist	AGTR1, AGTR2	Launched
azilsartan-medoxomil	angiotensin receptor antagonist	AGTR1, AGTR2	Launched
azimilide	potassium channel blocker	KCNA5, KCNE1, KCNH2, KCNQ1	Phase 3
azithromycin	bacterial 50S ribosomal subunit inhibitor	MLNR	Launched
azlocillin	bacterial cell wall synthesis inhibitor		Launched
AZM-475271	src inhibitor	SRC	Preclinical
azodicarbonamide	DNA synthesis inhibitor		Phase 2
azomycin-(2-nitroimidazole)	protein synthesis inhibitor		Preclinical
azosemide	electrolyte reabsorption inhibitor	SLC12A1, SLC12A2	Launched
aztreonam	bacterial cell wall synthesis inhibitor		Launched
AZ191	DYRK inhibitor	DYRK1B	Preclinical
AZ20	ATR kinase inhibitor	ATR, MTOR	Preclinical
AZ3146	monopolar spindle 1 kinase inhibitor		Preclinical
AZ505	histone lysine methyltransferase inhibitor	SMYD2	Preclinical
AZ5104	EGFR inhibitor	EGFR	Preclinical
AZ960	JAK inhibitor	JAK2	Preclinical
A0001			Phase 2
A12B4C3	polynucleotide kinase/phosphatase inhibitor	PNKP	Preclinical
A205804	ICAM1 expression inhibitor	ICAM1, SELE	Preclinical
A61603	adrenergic receptor agonist	ADRA1A	Preclinical
A66	PI3K inhibitor	PIK3CA	Preclinical
A740003	purinergic receptor antagonist	P2RX7	Preclinical
A77636	dopamine receptor agonist	CALY	Preclinical
A922500	diacylglycerol O acyltransferase inhibitor	DGAT1	Preclinical
bacampicillin	bacterial cell wall synthesis inhibitor		Launched
bacitracin	bacterial cell wall synthesis inhibitor	A2M, IDE	Launched
bacitracin-zinc	bacterial cell wall synthesis inhibitor		Launched
baclofen	benzodiazepine receptor agonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8	Launched
baclofen-(R)	benzodiazepine receptor agonist	GABBR1, GABBR2	Preclinical
BADGE	PPAR receptor antagonist	PPARG	Preclinical
bafetinib	Bcr-Abl kinase inhibitor, LYN tyrosine kinase inhibitor	ABL1, BCR, LYN	Phase 2
BAG-956	phosphoinositide dependent kinase inhibitor	PIK3CG	Preclinical
baicalein	lipoxygenase inhibitor	ALOX5, GLO1, PREP, SELL, SELP, TNF, XDH	Preclinical
baicalin	beta glucuronidase inhibitor	PREP	Launched
bakuchiol	DNA polymerase inhibitor	HIF1A	Phase 2
balaglitazone	insulin sensitizer, PPAR receptor partial agonist	PPARG	Phase 3
balapiravir	RNA polymerase inhibitor		Phase 2
balicatib	cathepsin inhibitor	CTSK	Phase 2
balofloxacin	bacterial DNA gyrase inhibitor		Launched
balsalazide	cyclooxygenase inhibitor	ALOX5, PPARG, PTGS1, PTGS2	Launched
bambuterol	adrenergic receptor agonist	ADRB2, BCHE	Launched
BAM7	BAX activator	BAX	Preclinical
BAN-ORL-24	nociceptin/orphanin FQ receptor antagonist	OPRL1	Preclinical
barasertib	Aurora kinase inhibitor	AURKA, AURKB	Phase 2/Phase 3
barasertib-HQPA	Aurora kinase inhibitor	AURKB	Phase 2/Phase 3
barbital	sedative	CHRNA4, CHRNA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GRIA2, GRIK2	Launched
bardoxolone	nuclear factor erythroid derived, like (NRF2) activator	NOS2, PPARG	Phase 1
bardoxolone-methyl	nuclear factor erythroid derived, like (NRF2) activator	PPARG, STAT3	Phase 3
baricitinib	JAK inhibitor	JAK1, JAK2	Phase 3
barium-6-O-phosphonato-D-glucose		GPI	Preclinical
barnidipine	calcium channel blocker		Launched
basic-fuchsin			Preclinical
basimglurant	glutamate receptor antagonist	GRM5	Phase 2
batimastat	matrix metalloprotease inhibitor	ADAM28, ADAMTS5, MMP12, MMP16, MMP2, MMP8	Phase 3
bavisant	histamine receptor antagonist	HRH3	Phase 2
BAX-channel-blocker	cytochrome C release inhibitor	BAX	Preclinical
BAY-K-8644-(+/-)	L-type calcium channel activator		Preclinical
BAY-K-8644-(s)-(-)	L-type calcium channel activator	CACNA1C	Preclinical
bay-w-9798	antioxidant		Phase 2
BAY-11-7082	NFkB pathway inhibitor	RELA	Preclinical
BAY-11-7085	NFkB pathway inhibitor	NFKBIA	Preclinical
BAY-41-2272	guanylyl cyclase activator	GUCY1A3, GUCY1B3	Preclinical
BAY-60-6583	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3	Preclinical
bay-60-7550	phosphodiesterase inhibitor	PDE2A	Preclinical
BAY-61-3606	syk inhibitor	SYK	Preclinical
BAY-85-8050			Phase 1
BAY-87-2243	hypoxia inducible factor inhibitor	HIF1A	Phase 1
bazedoxifene	selective estrogen receptor modulator (SERM)	ESR1, ESR2	Launched
BAZ2-ICR	bromodomain inhibitor	ZNF215	Preclinical
BC-11	urokinase inhibitor	PLAU	Preclinical
BCI-540	glutamate receptor agonist		Phase 2
BCTC	TRPV antagonist	TRPV1	Preclinical
BCX-1470	serine protease inhibitor, complement inhibitor	CFD	Phase 1
BD-1008	sigma receptor antagonist		Preclinical
BD-1047	adrenergic receptor antagonist	SIGMAR1	Preclinical
BD-1063	sigma receptor antagonist	SIGMAR1	Preclinical
BE-2254	adrenergic receptor antagonist	ADRA1A	Phase 2
beclamide	anticonvulsant		Launched
beclomethasone	glucocorticoid receptor agonist	NR3C1, SERPINA6	Launched
beclomethasone-dipropionate	glucocorticoid receptor agonist	GPR97, NR3C1	Launched
bedaquiline	ATPase inhibitor		Launched
befuraline			Phase 2
begacestat	gamma secretase inhibitor	PSEN1	Phase 1
bekanamycin	bacterial 30S ribosomal subunit inhibitor		Launched
belinostat	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	Launched
bemegride	chemoreceptor agonist	GABRA1	Launched
bemesetron	serotonin receptor antagonist	HTR3A, HTR3B	Phase 3
bemotrizinol			Launched
benaxibine			Phase 1
benazepril	angiotensin converting enzyme inhibitor	ACE	Launched
bendamustine	DNA inhibitor		Launched
bendazac	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
bendroflumethiazide	sodium/potassium/chloride transporter inhibitor	CA1, CA2, CA4, KCNMA1, SLC12A1, SLC12A3	Launched
benethamine			Preclinical
benfluorex	gluconeogenesis inhibitor	HMGCR	Withdrawn
benfluralin		CYP1A1, CYP1A2, CYP2B6, CYP3A4, ESR1, MMP1, SULT2A1, UGT1A1	Phase 3
benfotiamine	antioxidant	AGER	Launched
benidipine	calcium channel blocker	CACNA1C, CACNA1G	Launched
benperidol	dopamine receptor antagonist	DRD2	Launched
benproperine	antitussive	SCN5A	Launched
benserazide	DOPA decarboxylase inhibitor	DDC	Launched
bentazepam	benzodiazepine receptor agonist		Launched
bentiromide		HPN	Launched
benurestat	urease inhibitor		Phase 1
benzalkonium	Cationic surfactant		Launched
benzamil	sodium channel blocker	ASIC1, PKD2L1, SCNN1A, SCNN1B, SCNN1D, SCNN1G, SLC8A1	Phase 2
benzbromarone	chloride channel blocker	ABCC1	Launched
benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]			Preclinical
benzethonium	sodium channel blocker	SCN10A	Launched
benznidazole	DNA synthesis inhibitor		Launched
benzo[d]thiazole-2(3h)-thione			Phase 1
benzocaine	sodium channel blocker	SCN10A	Launched
benzoclidine			Preclinical
benzofenac			Phase 1
benzoic-acid	food preservative	DAO, HRSP12, PRDX5, RAB9A	Launched
benzoin		CES1	Preclinical
benzonatate	local anesthetic	SCN5A	Launched
benzoquinonium-dibromide	cholinergic receptor antagonist	CHRNA1	Preclinical
benzotript	CCK receptor antagonist	CCKAR, CCKBR	Phase 1
benzoxiquine	antiinfective drug		Preclinical
benzoyl-peroxide	oxidizing agent		Launched
benzoylpas			Preclinical
benzthiazide	carbonic anhydrase inhibitor	CA1, CA12, CA2, CA4, CA9, SLC12A3	Launched
benztropine-mesylate	acetylcholine receptor antagonist	CHRM1, HRH1, SLC6A3	Launched
benzydamine	prostanoid receptor antagonist		Launched
benzyl-alcohol	local anesthetic		Launched
benzyl-benzoate	lipase inhibitor	LIPE	Launched
benzyl-isothiocyanate	methylazoxymethanol acetate inhibitor		Preclinical
benzyldimethylhexadecylammonium	cationic surfactant		Preclinical
benzyldimethyloctylammonium			Preclinical
benzylpenicillin	penicillin binding protein inhibitor		Launched
bephenium-hydroxynaphthoate	anthelmintic agent		Launched
bepotastine	histamine receptor antagonist	HRH1	Launched
bepridil	calcium channel blocker	ATP1A1, CACNA1A, CACNA1H, CACNA2D2, CALM1, KCNQ1, KCNQ4, PDE1A, PDE1B, TNNC1	Launched
berberine	LDL receptor activator	LDLR	Phase 2/Phase 3
bergapten			Preclinical
bergenin	interleukin inhibitor	IL1B, TNF	Preclinical
besifloxacin	bacterial DNA gyrase inhibitor		Launched
BET-BAY-002	bromodomain inhibitor		Preclinical
beta-amyloid-synthesis-inhibitor	beta amyloid synthesis inhibitor	APP	Preclinical
beta-carotene			Launched
beta-CCB	benzodiazepine receptor ligand	GABRA1, GABRG2	Launched
beta-elemene	apoptosis stimulant	MMP2, MMP9	Launched
beta-funaltrexamine	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	Preclinical
beta-glycerophosphoric-acid			Preclinical
beta-hydroxy-beta-methylbutyrate	protein synthesis stimulant	MTOR	Phase 2/Phase 3
beta-Hydroxybutyrate		HCAR2	Phase 1
beta-lapachone	topoisomerase inhibitor	TOP1	Phase 2
beta-naphthol			Preclinical
betahistine	histamine receptor agonist, histamine receptor antagonist	HRH1, HRH3	Launched
betaine	nitric oxide donor		Launched
betamethasone	glucocorticoid receptor agonist	NR3C1	Launched
betamethasone-acetate	glucocorticoid receptor agonist	NR3C1	Launched
betamethasone-dipropionate	anti-inflammatory agent		Launched
betamethasone-valerate	glucocorticoid receptor agonist	NR3C1	Launched
betamipron	panipenem uptake inhibitor		Launched
betaxolol	adrenergic receptor antagonist	ADRB1, ADRB2	Launched
betazole	histamine receptor agonist	HRH2	Launched
bethanechol	acetylcholine receptor agonist	CHRM1, CHRM2, CHRM3, CHRM4	Launched
BETP	glucagon-like peptide receptor positive allosteric modulator	GLP1R	Preclinical
betrixaban	coagulation factor inhibitor	KCNH2	Launched
betulinic-acid	apoptosis stimulant, NFkB pathway inhibitor	GPBAR1	Phase 1/Phase 2
bevantolol	adrenergic receptor antagonist	ADRA1A, ADRB1, ADRB2	Launched
bevirimat-dimeglumine	HIV capsid assembly inhibitor		Phase 2
bexarotene	retinoid receptor agonist	RXRA, RXRB, RXRG	Launched
bezafibrate	PPAR receptor agonist	PPARA, PPARD, PPARG	Launched
BF2.649	histamine receptor antagonist	HRH3	Phase 3
BGT226	PI3K inhibitor	MTOR, PIK3CA, PIK3CB, PIK3CG	Phase 1/Phase 2
BHQ	ATPase inhibitor	ATP2A1	Preclinical
BI-D1870	ribosomal protein inhibitor	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6	Preclinical
