genes,bHCsmB_S1R1,bHCsmB_S1R2,bHCsmB_S1R3,bSLEsmB_S1R1,bSLEsmB_S1R2,bSLEsmB_S1R3
ENSG00000249782,0,0,1,0,0,0
ENSG00000249784,0,0,0,0,0,0
ENSG00000249785,0,0,0,0,0,0
ENSG00000249786,15,18,8,5,0,21
ENSG00000249787,6,1,0,1,0,0
ENSG00000249790,0,2,0,1,0,0
ENSG00000249791,2,0,0,0,8,1
ENSG00000249792,0,0,0,1,0,4
ENSG00000249795,0,0,0,0,0,0
ENSG00000249797,1,0,0,0,0,1
ENSG00000249798,3,0,0,0,0,0
ENSG00000249799,0,0,0,0,0,0
ENSG00000249803,0,0,0,2,0,0
ENSG00000249806,0,0,0,0,0,0
ENSG00000249807,0,0,0,0,0,0
ENSG00000249808,0,0,0,1,0,0
ENSG00000249811,0,0,0,0,0,0
ENSG00000249815,0,0,1,0,0,0
ENSG00000249816,1,1,2,3,0,0
ENSG00000249818,0,0,0,0,0,0
ENSG00000249819,0,0,0,0,0,0
ENSG00000249820,0,0,0,1,0,0
ENSG00000249825,27,0,2,0,1,0
ENSG00000249828,0,0,0,0,0,0
ENSG00000249829,1,0,0,0,0,0
ENSG00000249830,0,0,0,0,0,0
ENSG00000249831,0,0,0,0,0,0
ENSG00000249833,0,0,0,0,0,0
ENSG00000249834,0,0,0,0,4,0
ENSG00000249835,0,2,0,0,0,0
ENSG00000249837,0,0,0,0,0,0
ENSG00000249838,0,0,0,0,1,1
ENSG00000249839,0,0,0,0,0,0
ENSG00000249840,0,0,2,2,39,1
ENSG00000249842,0,0,0,0,0,0
ENSG00000249843,0,0,0,0,0,0
ENSG00000249844,0,0,0,0,0,0
ENSG00000249846,8,11,4,13,0,4
ENSG00000249847,0,0,0,0,0,0
ENSG00000249848,26,2,7,1,7,0
ENSG00000249849,0,0,0,1,0,0
ENSG00000249850,94,20,29,18,2,26
ENSG00000249851,1,0,0,0,1,0
ENSG00000249852,0,0,0,0,0,0
ENSG00000249853,1,0,0,0,0,0
ENSG00000249854,0,0,0,0,0,0
ENSG00000249855,34,40,17,14,23,16
ENSG00000249856,0,0,0,0,0,0
ENSG00000249857,0,0,0,0,0,0
ENSG00000249858,3,12,0,0,0,4
ENSG00000249859,2486,1191,352,904,2669,1072
ENSG00000249860,26,29,29,21,29,21
ENSG00000249861,0,0,0,0,0,0
ENSG00000249863,13,31,19,21,60,14
ENSG00000249865,0,0,0,0,0,0
ENSG00000249866,0,0,0,0,0,0
ENSG00000249867,0,0,0,0,0,0
ENSG00000249868,0,0,0,0,0,0
ENSG00000249869,0,0,0,0,0,0
ENSG00000249870,0,0,0,3,0,1
ENSG00000249873,0,0,0,0,0,0
ENSG00000249875,2,0,0,0,0,0
ENSG00000249876,0,0,0,0,0,0
ENSG00000249877,0,3,0,1,37,0
ENSG00000249878,0,0,0,0,0,0
ENSG00000249881,0,0,0,0,0,0
ENSG00000249882,0,0,0,1,0,0
ENSG00000249883,0,0,0,0,0,0
ENSG00000249884,1,1,0,0,1,1
ENSG00000249885,0,0,0,0,0,0
ENSG00000249887,0,0,0,0,0,0
ENSG00000249888,0,0,0,0,0,0
ENSG00000249889,0,0,0,0,0,0
ENSG00000249890,0,0,0,0,0,0
ENSG00000249891,0,0,0,0,0,0
ENSG00000249892,0,1,0,0,0,0
ENSG00000249893,0,3,0,18,0,0
ENSG00000249894,0,0,0,0,0,0
ENSG00000249896,11,0,1,1,0,10
ENSG00000249898,166,82,45,114,84,131
ENSG00000249899,0,0,0,0,0,0
ENSG00000249901,0,0,0,0,0,0
ENSG00000249904,0,0,0,0,0,0
ENSG00000249906,0,0,0,0,0,0
ENSG00000249908,0,0,0,0,0,0
ENSG00000249909,0,0,0,0,0,0
ENSG00000249910,0,0,0,1,0,0
ENSG00000249912,0,0,0,0,0,3
ENSG00000249915,93,30,36,53,39,56
ENSG00000249916,0,0,0,0,0,0
ENSG00000249917,0,0,0,0,0,0
ENSG00000249919,0,0,0,0,0,0
ENSG00000249920,0,0,0,1,0,0
ENSG00000249921,1,2,2,0,3,2
ENSG00000249923,0,0,0,2,0,0
ENSG00000249924,0,0,0,0,0,0
ENSG00000249926,0,0,0,0,0,0
ENSG00000249927,0,0,0,0,0,0
ENSG00000249928,0,0,0,1,0,0
ENSG00000249930,24,0,0,0,46,0
ENSG00000249931,3,0,0,1,0,0
ENSG00000249934,0,0,0,3,0,4
ENSG00000249936,1,1,0,1,2,1
ENSG00000249937,0,0,0,3,0,0
ENSG00000249941,0,0,0,0,0,0
ENSG00000249942,0,0,0,0,0,0
ENSG00000249943,0,0,0,0,0,0
ENSG00000249944,0,0,0,0,0,0
ENSG00000249945,0,0,0,0,1,0
ENSG00000249947,32,5,1,9,110,6
ENSG00000249948,0,0,0,0,1,0
ENSG00000249950,0,0,0,0,0,0
ENSG00000249951,0,0,0,0,1,0
ENSG00000249955,0,0,0,0,0,0
ENSG00000249956,0,0,0,0,0,0
ENSG00000249958,0,0,0,0,0,0
ENSG00000249959,0,0,0,0,0,0
ENSG00000249960,0,0,0,0,0,0
ENSG00000249961,0,7,2,0,2,1
ENSG00000249963,0,1,0,1,0,0
ENSG00000249965,0,4,0,4,0,1
ENSG00000249966,0,0,0,0,0,0
ENSG00000249967,0,0,0,0,0,0
ENSG00000249970,0,0,1,0,0,0
ENSG00000249971,0,0,0,0,0,0
ENSG00000249973,0,0,0,0,0,0
ENSG00000249975,0,0,0,0,0,0
ENSG00000249976,0,0,0,1,1,0
ENSG00000249977,1,0,0,2,0,0
ENSG00000249978,0,0,0,1,0,0
ENSG00000249981,0,0,0,0,0,0
ENSG00000249982,0,0,0,0,0,0
ENSG00000249984,0,0,0,1,0,0
ENSG00000249985,0,0,0,0,0,0
ENSG00000249986,15,32,16,9,5,36
ENSG00000249987,2,0,3,2,1,0
ENSG00000249988,4,0,1,3,2,0
ENSG00000249990,0,0,0,0,0,0
ENSG00000249992,0,0,0,0,0,0
ENSG00000249993,0,0,0,2,0,0
ENSG00000249994,0,0,0,0,0,0
ENSG00000249995,0,0,0,0,0,0
ENSG00000249996,0,0,0,0,0,0
ENSG00000249997,0,0,0,0,0,0
ENSG00000249998,0,0,0,0,0,0
ENSG00000250001,0,0,0,0,0,0
ENSG00000250006,8,1,3,0,8,0
ENSG00000250007,0,0,0,1,0,0
ENSG00000250011,8,8,0,2,12,6
ENSG00000250012,0,2,0,1,1,1
ENSG00000250013,0,0,0,0,0,0
ENSG00000250015,60,30,7,12,19,30
ENSG00000250016,0,0,0,0,0,0
ENSG00000250017,0,0,0,0,0,0
ENSG00000250020,0,0,0,0,0,0
ENSG00000250021,0,0,0,0,0,0
ENSG00000250024,0,0,0,0,0,0
ENSG00000250025,0,0,0,0,0,0
ENSG00000250026,0,0,0,0,0,0
ENSG00000250027,0,4,9,3,10,0
ENSG00000250030,1,0,0,4,0,0
ENSG00000250031,28,43,11,11,125,5
ENSG00000250032,0,0,0,0,0,0
ENSG00000250033,0,0,0,1,0,0
ENSG00000250034,0,0,0,0,0,0
ENSG00000250036,0,0,0,0,0,0
ENSG00000250037,0,0,0,0,0,0
ENSG00000250038,0,0,0,0,0,1
ENSG00000250039,0,0,0,7,0,0
ENSG00000250040,0,0,0,0,0,0
ENSG00000250041,0,0,0,4,0,0
ENSG00000250042,0,0,0,0,0,0
ENSG00000250043,0,0,0,0,0,0
ENSG00000250045,30,6,3,17,13,56
ENSG00000250046,0,0,0,0,0,0
ENSG00000250048,0,0,0,0,0,0
ENSG00000250049,0,0,0,1,0,0
ENSG00000250050,30,30,38,21,16,40
ENSG00000250053,0,0,0,0,0,0
ENSG00000250056,7,5,8,4,0,0
ENSG00000250057,12,2,2,4,32,3
ENSG00000250060,0,0,0,0,0,0
ENSG00000250062,0,0,0,0,0,1
ENSG00000250064,0,0,0,0,0,0
ENSG00000250066,0,0,0,0,0,0
ENSG00000250067,17,33,6,56,0,7
ENSG00000250068,0,0,2,0,0,0
ENSG00000250069,56,46,15,7,42,28
ENSG00000250071,0,0,0,3,0,0
ENSG00000250072,0,4,0,0,3,0
ENSG00000250073,25,7,11,2,20,0
ENSG00000250074,0,0,0,0,0,0
ENSG00000250075,24,13,18,14,23,4
ENSG00000250076,0,0,0,0,0,0
ENSG00000250078,0,0,0,0,0,0
ENSG00000250079,0,1,0,0,0,0
ENSG00000250080,0,0,0,0,0,0
ENSG00000250081,10,0,0,12,0,9
ENSG00000250082,0,0,0,0,0,0
ENSG00000250084,0,0,0,0,0,0
ENSG00000250088,0,0,0,0,0,0
ENSG00000250090,0,0,0,0,0,0
ENSG00000250091,16,13,3,12,9,12
ENSG00000250092,0,0,0,0,0,0
ENSG00000250095,0,0,0,2,0,0
ENSG00000250098,0,0,2,0,0,0
ENSG00000250099,0,0,0,0,0,0
ENSG00000250100,0,0,0,2,0,0
ENSG00000250101,3,2,0,0,0,0
ENSG00000250102,0,0,0,0,0,0
ENSG00000250103,0,0,0,2,0,0
ENSG00000250105,0,0,0,0,0,0
ENSG00000250106,2,5,0,0,8,4
ENSG00000250107,0,0,1,0,0,0
ENSG00000250111,0,0,0,0,0,0
ENSG00000250114,0,0,0,0,0,0
ENSG00000250115,0,0,0,0,0,0
ENSG00000250116,345,201,64,147,293,226
ENSG00000250118,0,0,0,0,0,0
ENSG00000250120,1,0,1,0,0,0
ENSG00000250122,0,0,0,0,0,0
ENSG00000250124,0,1,0,0,0,0
ENSG00000250125,0,0,0,0,0,0
ENSG00000250126,0,0,0,0,0,0
ENSG00000250127,2,0,1,4,0,0
ENSG00000250129,0,0,0,0,0,0
ENSG00000250130,59,51,5,35,12,0
ENSG00000250131,29,19,7,7,4,8
ENSG00000250132,4,8,4,5,39,0
ENSG00000250133,0,0,0,0,0,0
ENSG00000250135,0,0,0,0,0,0
ENSG00000250137,0,0,0,0,0,0
ENSG00000250138,0,0,0,2,0,0
ENSG00000250140,0,0,0,0,0,0
ENSG00000250141,0,0,0,0,0,0
ENSG00000250144,10,16,8,5,15,12
ENSG00000250145,0,1,0,0,1,0
ENSG00000250147,0,0,0,0,0,0
ENSG00000250148,0,1,0,0,0,0
ENSG00000250149,0,0,0,0,0,0
ENSG00000250150,0,0,0,0,0,0
ENSG00000250151,3,0,0,0,0,0
ENSG00000250155,161,149,45,113,237,55
ENSG00000250156,0,0,0,0,0,0
ENSG00000250158,6,0,0,0,0,0
ENSG00000250159,103,72,47,51,43,35
ENSG00000250161,0,0,0,0,0,0
ENSG00000250162,1,0,4,0,0,0
ENSG00000250164,0,0,0,0,0,0
ENSG00000250166,7,6,2,3,16,2
ENSG00000250167,0,0,0,3,0,0
ENSG00000250169,0,0,0,15,0,0
ENSG00000250170,61,9,3,2,4,17
ENSG00000250173,0,0,0,0,0,0
ENSG00000250174,0,0,0,0,0,0
ENSG00000250180,0,0,0,0,0,0
ENSG00000250182,44,54,11,15,27,21
ENSG00000250183,0,0,0,0,0,0
ENSG00000250185,0,0,0,0,0,0
ENSG00000250186,0,0,0,0,0,0
ENSG00000250189,1,0,0,4,0,2
ENSG00000250190,0,0,0,0,0,1
ENSG00000250191,0,0,0,0,0,0
ENSG00000250192,0,0,0,0,0,0
ENSG00000250193,0,0,0,0,0,0
ENSG00000250194,0,0,0,0,0,0
ENSG00000250195,0,0,0,0,0,0
ENSG00000250197,0,0,0,1,6,1
ENSG00000250198,0,0,0,10,0,2
ENSG00000250200,0,0,0,0,0,0
ENSG00000250202,0,0,0,0,0,0
ENSG00000250204,0,0,0,0,0,0
ENSG00000250205,0,0,0,0,0,0
ENSG00000250207,0,0,0,0,0,0
ENSG00000250208,1,0,0,0,0,0
ENSG00000250210,0,0,0,0,0,0
ENSG00000250213,0,0,0,0,0,0
ENSG00000250214,0,1,2,6,1,3
ENSG00000250215,64,33,16,33,5,47
ENSG00000250218,0,0,0,0,0,0
ENSG00000250219,0,2,0,0,0,0
ENSG00000250220,1,1,2,2,1,3
ENSG00000250221,0,0,0,1,0,0
ENSG00000250222,5,3,1,5,0,0
ENSG00000250223,0,0,0,0,0,0
ENSG00000250227,0,0,0,1,0,0
ENSG00000250229,0,0,0,0,0,0
ENSG00000250230,0,0,0,1,0,0
ENSG00000250231,0,0,0,0,0,0
ENSG00000250234,0,0,0,0,0,0
ENSG00000250237,0,1,0,6,0,0
ENSG00000250238,1,0,0,0,2,0
ENSG00000250240,0,0,0,1,0,0
ENSG00000250241,6,1,2,9,0,0
ENSG00000250242,0,0,0,0,0,0
ENSG00000250243,0,0,0,0,0,0
ENSG00000250244,0,0,0,0,0,0
ENSG00000250247,0,0,0,0,0,0
ENSG00000250249,0,0,0,0,0,0
ENSG00000250250,0,0,0,0,0,0
ENSG00000250251,8,23,2,10,16,3
ENSG00000250252,0,0,0,0,0,0
ENSG00000250253,0,0,1,0,1,0
ENSG00000250254,26,24,13,14,33,58
ENSG00000250256,0,0,0,0,0,0
ENSG00000250257,1,0,0,0,0,0
ENSG00000250258,0,0,0,0,0,0
ENSG00000250259,0,0,0,0,0,0
ENSG00000250260,1,0,0,1,0,0
ENSG00000250261,1,0,1,0,0,0
ENSG00000250263,0,0,0,0,0,0
ENSG00000250264,0,0,0,0,0,0
ENSG00000250266,0,0,0,1,0,0
ENSG00000250267,2,1,0,0,36,0
ENSG00000250268,0,0,0,0,0,0
ENSG00000250271,0,0,0,0,0,0
ENSG00000250272,0,0,0,0,0,0
ENSG00000250273,1,0,0,0,0,0
ENSG00000250274,0,0,0,0,0,0
ENSG00000250277,0,0,0,2,0,0
ENSG00000250280,0,0,0,1,0,0
ENSG00000250282,0,0,0,1,0,7
ENSG00000250284,0,0,0,0,0,0
ENSG00000250286,0,5,0,0,0,0
ENSG00000250289,0,0,0,0,0,0
ENSG00000250290,75,21,19,17,17,76
ENSG00000250292,0,0,0,0,0,0
ENSG00000250293,7,0,0,0,0,0
ENSG00000250295,18,10,3,2,16,0
ENSG00000250298,8,0,0,0,0,0
ENSG00000250299,24,14,9,15,36,7
ENSG00000250300,0,0,0,1,0,0
ENSG00000250302,1,2,0,3,0,0
ENSG00000250303,74,29,37,39,63,32
ENSG00000250304,0,0,0,0,0,0
ENSG00000250305,1,0,0,3,0,4
ENSG00000250306,0,0,0,0,1,1
ENSG00000250307,0,0,0,0,0,0
ENSG00000250308,0,0,0,0,0,0
ENSG00000250309,0,0,0,0,0,0
ENSG00000250310,0,0,0,5,1,0
ENSG00000250312,149,204,85,257,174,69
ENSG00000250313,0,0,0,0,0,0
ENSG00000250315,1,1,0,0,0,0
ENSG00000250316,0,0,0,0,0,0
ENSG00000250317,212,258,60,155,230,231
ENSG00000250318,27,4,1,4,2,4
ENSG00000250319,0,0,0,0,0,0
ENSG00000250320,12,0,0,4,0,0
ENSG00000250321,21,25,17,10,54,61
ENSG00000250322,0,3,0,0,0,3
ENSG00000250324,0,0,1,0,0,0
ENSG00000250325,0,0,0,0,0,0
ENSG00000250326,6,5,9,11,86,11
ENSG00000250327,1,0,0,1,0,0
ENSG00000250328,0,0,0,1,0,0
ENSG00000250329,24,0,0,0,6,2
ENSG00000250330,0,0,0,1,0,0
ENSG00000250331,11,7,0,13,1,1
ENSG00000250332,0,0,0,1,1,0
ENSG00000250333,1,0,0,0,0,0
ENSG00000250334,1,0,1,3,0,5
ENSG00000250337,5,2,0,4,0,0
ENSG00000250338,1,0,0,4,0,0
ENSG00000250339,0,0,0,0,0,0
ENSG00000250340,0,0,0,0,0,0
ENSG00000250341,0,0,0,0,0,0
ENSG00000250342,0,0,0,0,0,0
ENSG00000250343,0,0,0,0,0,0
ENSG00000250344,0,0,0,0,0,0
ENSG00000250345,17,11,0,0,0,4
ENSG00000250346,1,0,0,1,0,0
ENSG00000250347,0,1,0,0,0,0
ENSG00000250348,0,0,0,0,0,0
ENSG00000250349,0,0,0,0,0,0
ENSG00000250350,0,0,0,0,0,0
ENSG00000250351,0,0,0,0,0,0
ENSG00000250354,11,0,7,11,0,6
ENSG00000250356,0,1,0,0,0,0
ENSG00000250357,1,0,0,2,0,0
ENSG00000250358,0,0,0,4,0,0
ENSG00000250359,0,0,0,0,0,0
ENSG00000250360,0,0,0,0,0,0
ENSG00000250361,4,0,0,0,0,0
ENSG00000250362,0,0,0,2,0,10
ENSG00000250363,0,0,0,0,0,0
ENSG00000250365,34,25,5,27,117,2
ENSG00000250366,0,0,0,1,0,0
ENSG00000250371,0,9,0,1,0,1
ENSG00000250372,0,0,0,0,0,0
ENSG00000250374,0,0,1,0,0,0
ENSG00000250375,0,0,0,0,0,0
ENSG00000250376,0,0,0,0,0,0
ENSG00000250377,0,0,0,0,0,0
ENSG00000250378,1,0,0,0,0,0
ENSG00000250379,0,0,0,0,0,0
ENSG00000250381,0,0,0,0,0,0
ENSG00000250383,5,2,10,2,0,0
ENSG00000250384,0,0,0,0,0,0
ENSG00000250385,0,0,0,0,0,0
ENSG00000250386,0,0,0,1,0,0
ENSG00000250387,0,0,0,0,0,0
ENSG00000250389,0,0,0,5,0,0
ENSG00000250390,1,0,0,0,0,0
ENSG00000250391,0,0,0,0,0,0
ENSG00000250392,0,0,0,0,0,0
ENSG00000250393,0,0,0,0,0,0
ENSG00000250397,9,19,0,8,0,12
ENSG00000250398,0,0,0,0,0,0
ENSG00000250402,0,0,0,0,0,0
ENSG00000250403,0,0,0,0,0,0
ENSG00000250405,0,0,0,0,0,0
ENSG00000250406,0,0,0,1,0,0
ENSG00000250407,0,0,0,0,0,0
ENSG00000250409,0,0,0,0,0,0
ENSG00000250410,15,16,8,4,67,11
ENSG00000250412,2,0,0,1,0,0
ENSG00000250413,0,0,0,0,0,0
ENSG00000250415,0,0,1,2,0,0
ENSG00000250416,0,0,0,0,0,0
ENSG00000250417,0,0,0,0,0,0
ENSG00000250418,0,0,0,0,0,0
ENSG00000250420,0,0,0,2,0,0
ENSG00000250421,0,0,0,0,0,0
ENSG00000250422,0,0,0,1,0,0
ENSG00000250423,0,0,0,0,0,0
ENSG00000250424,0,0,0,0,0,0
ENSG00000250425,0,0,0,0,0,0
ENSG00000250426,0,0,0,0,0,0
ENSG00000250427,0,0,0,1,0,0
ENSG00000250428,0,0,0,0,0,0
ENSG00000250430,0,0,0,0,0,0
ENSG00000250431,4,4,0,0,0,0
ENSG00000250432,0,0,0,1,0,0
ENSG00000250433,0,0,0,0,0,0
ENSG00000250436,0,0,0,0,0,0
ENSG00000250437,0,0,0,1,1,0
ENSG00000250438,0,0,0,0,0,0
ENSG00000250441,0,4,0,0,0,0
ENSG00000250442,0,0,0,0,0,0
ENSG00000250444,4,1,2,1,1,2
ENSG00000250446,0,0,0,1,0,0
ENSG00000250447,0,0,0,0,0,0
ENSG00000250448,0,0,0,4,0,0
ENSG00000250451,0,0,0,0,0,0
ENSG00000250453,0,0,0,8,0,0
ENSG00000250455,0,0,0,1,0,0
ENSG00000250456,0,0,0,0,0,0
ENSG00000250458,0,0,0,0,0,0
ENSG00000250461,18,11,7,8,3,1
ENSG00000250462,54,30,45,32,58,29
ENSG00000250464,0,0,0,0,0,0
ENSG00000250467,0,0,0,0,0,0
ENSG00000250470,0,0,0,0,0,0
ENSG00000250471,4,6,3,1,2,0
ENSG00000250472,0,0,0,0,0,1
ENSG00000250473,4,3,0,5,6,7
ENSG00000250474,1,0,0,0,0,0
ENSG00000250475,0,0,0,0,0,0
ENSG00000250476,0,0,1,0,3,1
ENSG00000250479,20,48,15,19,50,10
ENSG00000250480,0,0,0,1,1,0
ENSG00000250481,0,0,0,0,0,0
ENSG00000250482,0,0,0,0,0,0
ENSG00000250483,0,0,0,0,0,0
ENSG00000250484,1,0,0,0,1,0
ENSG00000250485,0,0,0,0,0,0
ENSG00000250486,4,8,3,11,12,17
ENSG00000250488,0,0,0,0,0,0
ENSG00000250490,11,12,7,1,7,0
ENSG00000250492,0,1,1,1,3,0
ENSG00000250493,1,15,0,2,0,0
ENSG00000250494,0,0,0,0,0,0
ENSG00000250496,4,0,0,0,0,6
ENSG00000250497,0,1,0,3,0,0
ENSG00000250500,1,0,0,0,0,0
ENSG00000250501,1,1,0,0,0,0
ENSG00000250503,0,0,0,0,0,0
ENSG00000250504,0,0,0,0,0,0
ENSG00000250505,0,0,0,0,0,0
ENSG00000250506,1,0,0,7,0,0
ENSG00000250507,0,2,0,0,0,0
ENSG00000250508,16,0,4,1,18,0
ENSG00000250509,0,0,0,0,0,0
ENSG00000250510,0,0,0,0,0,0
ENSG00000250511,0,0,0,0,0,0
ENSG00000250514,12,0,0,1,0,0
ENSG00000250515,0,0,0,0,0,0
ENSG00000250516,10,0,1,5,11,2
ENSG00000250517,0,0,0,3,0,0
ENSG00000250519,4,9,3,16,5,13
ENSG00000250522,0,0,0,1,0,0
ENSG00000250523,0,0,0,0,0,0
ENSG00000250524,0,0,0,0,0,0
ENSG00000250526,0,2,0,1,2,1
ENSG00000250529,0,0,0,0,0,0
ENSG00000250532,0,0,0,1,0,0
ENSG00000250535,1,0,0,0,0,0
ENSG00000250536,0,3,0,0,0,2
ENSG00000250538,0,0,0,0,0,0
ENSG00000250539,44,26,3,14,22,4
ENSG00000250540,0,0,0,0,0,0
ENSG00000250541,340,66,57,49,230,110
ENSG00000250543,0,0,0,0,0,0
ENSG00000250544,24,15,0,0,0,10
ENSG00000250546,0,0,0,3,0,0
ENSG00000250547,0,0,0,0,0,1
ENSG00000250548,10,3,1,3,0,1
ENSG00000250550,0,0,0,0,0,0
ENSG00000250551,4,4,0,0,0,0
ENSG00000250555,0,0,0,0,0,0
ENSG00000250556,0,0,0,0,0,0
ENSG00000250560,0,0,0,0,0,0
ENSG00000250561,0,0,0,0,0,0
ENSG00000250562,0,0,0,0,0,0
ENSG00000250563,0,0,0,3,0,0
ENSG00000250564,0,0,0,0,0,0
ENSG00000250565,57,131,23,85,122,61
ENSG00000250566,0,0,0,0,0,0
ENSG00000250567,0,0,0,1,0,0
ENSG00000250568,13,37,16,15,29,15
ENSG00000250569,29,9,10,32,18,15
ENSG00000250571,104,88,16,40,19,29
ENSG00000250572,0,0,0,2,0,0
ENSG00000250573,2,0,0,0,0,0
ENSG00000250574,0,0,1,0,0,0
ENSG00000250575,0,0,0,0,0,0
ENSG00000250576,0,0,0,0,0,0
ENSG00000250577,0,0,0,0,0,1
ENSG00000250579,0,0,0,1,0,0
ENSG00000250580,0,0,0,0,0,0
ENSG00000250582,0,0,0,0,0,0
ENSG00000250583,0,0,0,0,0,0
ENSG00000250584,3,1,0,3,0,0
ENSG00000250585,0,0,0,0,0,0
ENSG00000250587,0,0,0,0,0,0
ENSG00000250590,0,0,0,0,0,0
ENSG00000250591,2,0,0,0,0,0
ENSG00000250592,2,0,0,0,0,0
ENSG00000250594,0,0,0,0,0,0
ENSG00000250596,9,0,1,0,0,0
ENSG00000250597,0,0,0,0,0,0
ENSG00000250600,0,0,0,0,0,0
ENSG00000250602,0,14,3,1,45,4
ENSG00000250603,0,0,0,0,0,0
ENSG00000250604,0,0,0,0,0,0
ENSG00000250608,34,8,16,44,91,8
ENSG00000250609,0,0,0,0,0,0
ENSG00000250611,0,0,0,0,0,0
ENSG00000250612,0,0,0,0,0,0
ENSG00000250613,0,0,2,0,0,0
ENSG00000250614,5,2,0,0,0,0
ENSG00000250615,0,0,0,0,0,0
ENSG00000250616,0,2,1,8,0,0
ENSG00000250618,0,0,0,0,0,0
ENSG00000250619,0,0,0,0,0,0
ENSG00000250620,0,2,0,0,0,0
ENSG00000250622,0,0,0,0,0,0
ENSG00000250623,0,0,0,0,0,0
ENSG00000250624,0,0,0,11,0,0
ENSG00000250625,0,0,0,0,0,0
ENSG00000250626,0,0,0,0,0,0
ENSG00000250627,0,0,0,0,0,0
ENSG00000250629,0,0,0,0,0,0
ENSG00000250630,0,0,0,0,0,0
ENSG00000250632,0,0,0,1,0,0
ENSG00000250634,0,0,1,36,2,0
ENSG00000250635,10,0,1,0,1,0
ENSG00000250636,0,0,0,0,0,0
ENSG00000250637,0,0,0,0,0,0
ENSG00000250640,0,0,0,0,0,0
ENSG00000250641,0,0,0,0,0,0
ENSG00000250642,1,0,0,0,0,0
ENSG00000250643,0,0,0,0,0,0
ENSG00000250644,3,0,4,1,0,0
ENSG00000250645,0,0,0,0,0,1
ENSG00000250646,0,0,0,0,0,0
ENSG00000250650,0,0,0,0,0,0
ENSG00000250651,1,4,1,17,0,0
ENSG00000250654,5,6,2,13,1,4
ENSG00000250655,0,0,0,0,0,0
ENSG00000250656,0,0,0,0,0,0
ENSG00000250657,0,0,0,0,0,0
ENSG00000250658,0,0,2,0,0,0
ENSG00000250659,57,11,8,10,39,9
ENSG00000250662,1,0,0,0,0,0
ENSG00000250665,0,0,0,0,0,0
ENSG00000250666,0,0,0,2,0,4
ENSG00000250667,0,0,0,0,0,0
ENSG00000250668,0,0,0,0,0,0
ENSG00000250669,0,0,0,0,0,0
ENSG00000250670,0,0,0,0,0,0
ENSG00000250672,0,0,0,0,0,0
ENSG00000250673,128,21,29,4,63,52
ENSG00000250674,0,0,0,0,0,0
ENSG00000250677,0,0,0,1,0,0
ENSG00000250678,0,0,0,0,0,0
ENSG00000250681,0,0,0,0,0,0
ENSG00000250682,0,0,0,8,0,0
ENSG00000250684,1,0,0,0,2,0
ENSG00000250685,0,0,0,0,0,0
ENSG00000250686,11,5,12,7,9,5
ENSG00000250687,0,3,0,1,0,3
ENSG00000250688,0,0,0,0,0,0
ENSG00000250692,0,0,0,2,0,0
ENSG00000250693,0,0,0,1,0,1
ENSG00000250694,0,0,0,1,0,0
ENSG00000250696,0,0,0,0,0,0
ENSG00000250697,0,0,0,1,0,0
ENSG00000250698,0,0,0,0,0,0
ENSG00000250699,0,0,0,0,0,0
ENSG00000250703,0,0,0,0,0,0
ENSG00000250704,0,0,0,0,0,0
ENSG00000250705,0,0,0,0,0,0
ENSG00000250706,0,0,0,0,0,0
ENSG00000250708,1,0,1,0,0,0
ENSG00000250709,0,0,0,0,0,0
ENSG00000250710,6,0,0,0,0,0
ENSG00000250711,7,0,2,2,1,0
ENSG00000250712,0,0,0,0,0,0
ENSG00000250714,0,0,0,0,0,0
ENSG00000250715,0,0,0,0,0,0
ENSG00000250716,0,0,0,0,0,0
ENSG00000250719,0,0,0,0,0,0
ENSG00000250721,0,0,0,0,0,0
ENSG00000250722,5,20,8,9,57,0
ENSG00000250723,0,1,0,1,0,0
ENSG00000250725,0,0,0,1,0,0
ENSG00000250726,0,0,0,0,0,0
ENSG00000250727,0,0,0,0,0,0
ENSG00000250728,0,0,0,0,0,0
ENSG00000250730,0,0,0,0,0,0
ENSG00000250731,3,5,8,2,0,15
ENSG00000250732,15,0,1,0,0,0
ENSG00000250733,9,7,2,5,1,9
ENSG00000250734,0,0,0,0,0,1
ENSG00000250735,0,0,0,0,0,0
ENSG00000250739,0,0,0,0,0,0
ENSG00000250740,0,0,4,0,0,0
ENSG00000250741,0,0,0,0,0,0
ENSG00000250742,15,8,1,6,8,1
ENSG00000250745,0,0,0,0,0,0
ENSG00000250746,0,2,0,0,2,0
ENSG00000250747,1,1,0,0,0,0
ENSG00000250748,2,1,0,0,0,0
ENSG00000250749,0,0,0,1,0,5
ENSG00000250750,0,0,0,0,0,0
ENSG00000250751,0,7,0,4,12,2
ENSG00000250752,0,1,0,0,1,1
ENSG00000250753,0,0,0,0,0,0
ENSG00000250754,0,0,0,2,0,0
ENSG00000250756,0,0,0,0,0,0
ENSG00000250761,0,0,0,0,0,0
ENSG00000250762,0,1,0,0,0,0
ENSG00000250764,9,25,9,9,12,25
ENSG00000250765,0,0,0,0,0,0
ENSG00000250767,2,0,0,0,0,0
ENSG00000250768,0,0,0,0,0,0
ENSG00000250769,0,1,0,1,0,0
ENSG00000250770,3,0,1,7,1,0
ENSG00000250771,0,1,0,1,0,0
ENSG00000250772,0,0,0,0,0,0
