genes,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4,smB_S2R1,smB_S2R2,smB_S2R3
ENSG00000040933,261,155,132,214,357,263,270
ENSG00000041353,0,0,0,19,5,0,6
ENSG00000041357,1064,611,1025,1176,623,937,943
ENSG00000041515,0,0,0,0,0,0,0
ENSG00000041802,828,637,425,553,576,596,590
ENSG00000041880,814,425,401,437,268,338,284
ENSG00000041982,0,0,0,0,0,0,4
ENSG00000041988,150,145,156,160,107,163,162
ENSG00000042062,464,195,244,139,496,236,213
ENSG00000042088,591,493,481,377,703,566,492
ENSG00000042286,155,145,114,167,95,79,107
ENSG00000042304,0,0,0,0,0,0,0
ENSG00000042317,48,25,19,0,18,132,17
ENSG00000042429,338,181,128,269,216,299,147
ENSG00000042445,469,583,331,271,317,195,236
ENSG00000042493,2492,2722,3650,2881,1482,3206,2565
ENSG00000042753,132,62,174,134,133,163,122
ENSG00000042781,0,14,0,0,0,0,0
ENSG00000042813,0,0,0,0,0,0,0
ENSG00000042832,3,3,3,14,13,4,10
ENSG00000042980,8600,5736,4869,4121,6459,6425,4240
ENSG00000043039,0,0,0,0,0,0,0
ENSG00000043093,1098,808,600,739,1084,1281,838
ENSG00000043143,854,521,522,421,657,708,262
ENSG00000043355,0,0,0,0,0,0,0
ENSG00000043462,296,315,323,638,108,96,209
ENSG00000043514,264,152,195,149,174,194,171
ENSG00000043591,0,0,0,0,0,0,0
ENSG00000044012,0,0,0,0,0,0,0
ENSG00000044090,327,255,151,166,242,185,280
ENSG00000044115,913,1180,696,770,1096,630,772
ENSG00000044446,593,562,323,431,535,400,416
ENSG00000044459,29,44,41,93,31,86,30
ENSG00000044524,0,0,0,0,0,0,0
ENSG00000044574,4920,3614,2308,3877,3491,6019,2962
ENSG00000046604,0,0,0,0,0,0,0
ENSG00000046647,351,254,122,186,241,143,221
ENSG00000046651,2018,1271,1933,1006,1703,1076,1724
ENSG00000046653,50,48,62,25,85,20,73
ENSG00000046774,0,0,0,0,0,0,0
ENSG00000046889,0,0,0,0,0,0,0
ENSG00000047056,423,400,519,532,642,629,341
ENSG00000047188,1195,587,344,925,1024,1196,607
ENSG00000047230,197,34,84,123,90,140,135
ENSG00000047249,727,703,675,598,866,655,427
ENSG00000047315,2489,1668,1361,1421,2250,1040,1390
ENSG00000047346,2103,1196,811,1179,1904,1192,844
ENSG00000047365,1788,708,488,983,1440,866,709
ENSG00000047410,3076,2498,1918,2379,3143,2460,1588
ENSG00000047457,150,22,72,27,74,14,76
ENSG00000047578,249,183,198,143,269,148,144
ENSG00000047579,331,265,298,286,280,317,261
ENSG00000047597,100,45,0,38,23,35,25
ENSG00000047617,0,0,0,0,0,0,0
ENSG00000047621,290,287,308,354,323,247,284
ENSG00000047634,45,45,22,62,16,93,53
ENSG00000047644,507,472,371,350,530,584,292
ENSG00000047648,98,73,55,96,22,15,29
ENSG00000047662,26,13,6,11,14,11,11
ENSG00000047849,3562,2804,1527,1768,2357,1620,1524
ENSG00000047932,1011,476,244,518,689,544,500
ENSG00000047936,0,0,0,0,0,0,0
ENSG00000048028,2574,2037,1535,1730,1777,1384,1605
ENSG00000048052,2775,2270,1941,1527,4167,3673,3300
ENSG00000048140,399,216,127,389,442,229,263
ENSG00000048162,162,77,159,123,153,211,138
ENSG00000048342,72,92,2,6,59,46,26
ENSG00000048392,1362,717,435,379,1097,1203,844
ENSG00000048405,1571,441,366,1016,2056,1152,944
ENSG00000048462,142,92,249,155,49,87,102
ENSG00000048471,1854,1640,1017,1286,1698,1508,1188
ENSG00000048540,0,0,0,0,0,0,0
ENSG00000048544,817,495,566,519,567,467,538
ENSG00000048545,0,0,0,0,2,0,3
ENSG00000048649,1385,1020,700,1015,700,1101,712
ENSG00000048707,1769,1201,715,787,1516,1139,654
ENSG00000048740,6056,4263,3795,3158,3977,3656,2928
ENSG00000048828,1101,654,774,957,816,931,607
ENSG00000048991,922,640,465,599,646,599,498
ENSG00000049089,534,18,19,66,308,70,82
ENSG00000049130,0,0,0,0,0,0,0
ENSG00000049167,580,269,261,229,403,312,247
ENSG00000049192,243,51,79,118,236,130,301
ENSG00000049239,257,255,266,134,335,399,227
ENSG00000049245,792,495,422,673,702,438,526
ENSG00000049246,66,70,61,70,55,106,85
ENSG00000049247,182,0,93,0,91,0,74
ENSG00000049249,0,0,0,0,0,1,1
ENSG00000049283,2,0,0,0,0,0,0
ENSG00000049323,5,79,0,0,0,54,20
ENSG00000049449,68,49,40,42,27,45,46
ENSG00000049540,1,0,0,0,0,0,0
ENSG00000049541,449,455,350,353,352,606,346
ENSG00000049618,2788,1779,1586,1681,2233,1748,1518
ENSG00000049656,301,167,143,187,153,72,58
ENSG00000049759,358,333,205,200,152,175,79
ENSG00000049768,9,0,1,0,3,0,1
ENSG00000049769,68,67,4,13,43,3,23
ENSG00000049860,916,842,529,1104,1051,667,794
ENSG00000049883,343,499,315,322,261,55,344
ENSG00000050030,89,55,5,51,90,30,50
ENSG00000050130,1008,919,1030,805,1104,982,717
ENSG00000050165,1,5,0,0,0,0,7
ENSG00000050327,20,7,11,6,58,21,13
ENSG00000050344,55,38,15,7,82,8,36
ENSG00000050393,182,99,57,259,161,91,152
ENSG00000050405,128,80,14,15,35,67,7
ENSG00000050426,1090,767,560,767,634,467,790
ENSG00000050438,84,66,69,5,114,158,48
ENSG00000050555,0,0,0,0,69,0,15
ENSG00000050628,0,0,0,17,0,0,0
ENSG00000050730,7,0,0,0,0,0,0
ENSG00000050748,243,183,175,124,281,167,171
ENSG00000050767,1,0,6,0,0,0,0
ENSG00000050820,0,0,0,0,1,0,0
ENSG00000051009,621,94,195,259,470,362,178
ENSG00000051108,5760,4695,3878,5911,5393,7855,5119
ENSG00000051128,47,16,20,37,0,10,22
ENSG00000051180,51,37,43,41,23,7,2
ENSG00000051341,49,14,6,0,0,0,28
ENSG00000051382,436,293,151,320,422,308,165
ENSG00000051523,1416,592,752,743,1167,376,799
ENSG00000051596,237,134,176,144,111,163,185
ENSG00000051620,321,188,106,149,120,150,264
ENSG00000051825,491,405,396,329,442,396,344
ENSG00000052126,0,14,0,0,0,38,0
ENSG00000052344,0,0,0,0,0,0,2
ENSG00000052723,785,519,459,451,614,521,387
ENSG00000052749,513,381,373,292,523,333,365
ENSG00000052795,0,28,3,52,0,6,26
ENSG00000052802,503,476,377,311,391,430,320
ENSG00000052841,3656,2653,2664,2850,3680,3735,2732
ENSG00000052850,0,0,0,0,0,0,0
ENSG00000053108,1,0,0,0,7,4,6
ENSG00000053254,1043,640,534,755,840,819,566
ENSG00000053328,2,34,21,0,17,17,16
ENSG00000053371,525,274,431,554,373,475,733
ENSG00000053372,105,181,185,176,149,149,188
ENSG00000053438,2,0,0,2,4,0,0
ENSG00000053501,125,77,132,109,98,196,129
ENSG00000053524,8,2,1,3,0,0,10
ENSG00000053702,52,14,53,26,39,23,30
ENSG00000053747,0,0,0,1,0,0,0
ENSG00000053770,1142,1025,892,1008,1230,1049,964
ENSG00000053900,1099,869,731,693,1183,975,896
ENSG00000053918,175,51,45,94,120,53,65
ENSG00000054116,685,832,601,734,553,710,601
ENSG00000054118,2994,2796,1784,2824,2667,3160,1961
ENSG00000054148,27,26,57,17,28,13,20
ENSG00000054179,0,0,0,0,0,0,0
ENSG00000054219,277,410,254,391,258,254,308
ENSG00000054267,3059,2366,1539,2110,2671,2912,1811
ENSG00000054277,107,8,26,51,111,85,56
ENSG00000054282,452,453,328,355,395,578,333
ENSG00000054356,4,0,0,0,0,15,0
ENSG00000054392,484,543,377,198,389,239,359
ENSG00000054523,366,105,115,347,318,380,255
ENSG00000054598,0,0,4,0,0,0,0
ENSG00000054611,2185,1144,859,1351,2009,1754,1622
ENSG00000054654,2096,1797,453,1186,2701,2905,622
ENSG00000054690,7,0,0,7,0,2,4
ENSG00000054793,22,0,0,10,21,0,0
ENSG00000054796,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0
ENSG00000054938,0,0,0,0,0,0,0
ENSG00000054965,410,281,165,420,379,298,196
ENSG00000054967,722,324,206,458,768,588,593
ENSG00000054983,270,384,269,272,220,474,251
ENSG00000055044,1724,1822,1465,1474,1492,1659,1300
ENSG00000055070,899,861,544,643,760,707,490
ENSG00000055118,89,23,32,73,12,87,30
ENSG00000055130,1810,1401,922,1226,1267,1453,1079
ENSG00000055147,455,446,223,304,535,582,281
ENSG00000055163,6496,4313,4157,3614,6712,5023,4791
ENSG00000055208,699,796,386,387,599,566,335
ENSG00000055211,592,272,529,442,471,367,542
ENSG00000055332,1695,967,674,2179,1314,878,687
ENSG00000055483,946,750,674,777,825,801,499
ENSG00000055609,5338,3294,1785,2262,4119,2706,1872
ENSG00000055732,0,0,0,0,0,1,0
ENSG00000055813,0,0,1,0,0,0,0
ENSG00000055917,2377,1798,1759,1539,2503,1825,1764
ENSG00000055950,227,144,265,278,225,164,254
ENSG00000055955,5,7,3,0,9,5,5
ENSG00000055957,2,0,0,16,10,0,0
ENSG00000056050,79,87,181,176,73,118,129
ENSG00000056097,2252,2119,1627,1362,1533,1625,1670
ENSG00000056277,89,112,95,69,104,125,89
ENSG00000056291,0,0,0,0,0,0,0
ENSG00000056487,0,0,0,0,0,0,0
ENSG00000056558,274,190,162,160,119,30,101
ENSG00000056586,1449,951,648,776,1517,1451,914
ENSG00000056736,11,16,5,20,53,33,33
ENSG00000056972,193,373,185,492,222,203,301
ENSG00000056998,0,0,0,0,0,0,0
ENSG00000057019,17,10,0,0,18,0,9
ENSG00000057149,0,0,0,0,0,0,0
ENSG00000057252,807,562,483,668,987,754,576
ENSG00000057294,0,19,0,0,4,1,4
ENSG00000057468,0,3,1,0,0,1,14
ENSG00000057593,0,0,0,0,0,0,0
ENSG00000057608,8369,6212,4570,5668,8849,5399,5952
ENSG00000057657,233,204,147,386,95,80,123
ENSG00000057663,794,889,611,484,794,592,605
ENSG00000057704,550,315,571,396,457,317,522
ENSG00000057757,1024,597,278,788,694,811,617
ENSG00000057935,269,118,215,254,291,153,199
ENSG00000058056,99,5,28,60,129,89,21
ENSG00000058063,1168,489,436,564,878,866,554
ENSG00000058085,0,0,0,0,0,0,0
ENSG00000058091,2713,2932,1903,1806,1891,1482,1196
ENSG00000058262,3406,2453,2432,2313,2603,1791,2607
ENSG00000058272,3028,2586,2220,2356,2592,2458,1872
ENSG00000058335,96,55,29,58,89,106,40
ENSG00000058404,0,0,0,0,0,0,0
ENSG00000058453,142,28,69,58,41,73,69
ENSG00000058600,1202,1017,926,736,1187,805,934
ENSG00000058668,1063,1850,788,592,567,819,638
ENSG00000058673,14,9,6,0,7,11,4
ENSG00000058729,429,421,322,187,363,265,360
ENSG00000058799,514,425,402,315,332,290,271
ENSG00000058804,495,456,218,348,498,584,426
ENSG00000058866,233,67,110,111,195,64,218
ENSG00000059122,623,156,258,178,515,153,191
ENSG00000059145,175,154,92,102,146,88,100
ENSG00000059377,782,709,307,714,251,286,275
ENSG00000059378,2967,490,291,1812,2525,660,918
ENSG00000059573,994,963,766,1013,1009,689,738
ENSG00000059588,1066,444,478,505,601,565,308
ENSG00000059691,285,229,245,291,274,180,275
ENSG00000059728,322,263,302,682,315,283,347
ENSG00000059758,1414,959,428,1194,1558,1194,933
ENSG00000059769,39,16,17,39,45,20,10
ENSG00000059804,1445,1321,956,1603,2322,3684,1510
ENSG00000059915,9,14,12,4,9,25,1
ENSG00000060069,380,35,13,186,295,29,32
ENSG00000060138,158,32,53,217,297,323,175
ENSG00000060140,0,0,0,0,0,0,0
ENSG00000060237,3686,2244,1240,2524,2927,1578,878
ENSG00000060303,0,0,0,0,0,0,0
ENSG00000060339,2150,1506,953,1201,1836,1106,1099
ENSG00000060491,734,30,78,214,435,90,41
ENSG00000060558,13,8,19,66,0,29,23
ENSG00000060566,0,0,0,0,0,0,0
ENSG00000060642,270,224,159,248,251,218,168
ENSG00000060656,0,0,0,0,0,0,0
ENSG00000060688,887,441,907,799,688,812,746
ENSG00000060709,0,0,2,0,0,0,25
ENSG00000060718,0,0,0,0,0,0,0
ENSG00000060749,461,203,78,121,113,408,101
ENSG00000060762,152,137,180,243,186,192,206
ENSG00000060971,1248,888,649,862,989,995,914
ENSG00000060982,495,246,260,69,246,72,128
ENSG00000061273,769,634,380,689,553,480,428
ENSG00000061337,0,0,5,0,0,0,0
ENSG00000061455,0,0,0,0,0,0,0
ENSG00000061492,0,0,10,0,0,0,0
ENSG00000061656,21,18,10,6,18,43,18
ENSG00000061676,4,0,7,0,26,0,0
ENSG00000061794,805,863,687,830,672,452,623
ENSG00000061918,0,17,10,25,0,23,1
ENSG00000061936,1323,757,430,932,1117,770,678
ENSG00000061938,240,164,112,249,217,89,93
ENSG00000061987,1797,1162,1042,963,1753,1303,1161
ENSG00000062038,0,0,0,0,0,0,0
ENSG00000062096,0,0,0,0,0,0,0
ENSG00000062194,3168,2307,2068,2050,3007,2555,2046
ENSG00000062282,322,57,53,141,327,421,206
ENSG00000062370,10,0,0,9,0,0,10
ENSG00000062485,2910,2610,2637,1849,2462,2191,2562
ENSG00000062524,155,88,73,63,110,4,55
ENSG00000062582,40,29,9,36,0,22,25
ENSG00000062598,698,589,572,413,779,758,446
ENSG00000062650,1522,528,340,486,1169,514,546
ENSG00000062716,1099,881,1000,1155,1076,761,1062
ENSG00000062725,1271,417,308,531,897,703,773
ENSG00000062822,375,336,294,238,412,283,262
ENSG00000063015,119,103,171,83,124,69,146
ENSG00000063046,6363,6013,3172,3795,4966,3731,3290
ENSG00000063127,604,589,351,335,296,289,434
ENSG00000063169,14,14,19,18,8,0,0
ENSG00000063176,200,151,141,86,128,99,100
ENSG00000063177,2785,1328,2653,1693,2696,1478,2663
ENSG00000063180,66,32,29,44,47,3,27
ENSG00000063241,102,95,162,201,79,81,144
ENSG00000063244,138,198,65,206,102,169,53
ENSG00000063245,391,149,70,327,332,100,175
ENSG00000063322,1298,1201,1093,823,1256,1104,1011
ENSG00000063438,0,0,0,0,3,0,0
ENSG00000063515,0,0,0,0,0,0,0
ENSG00000063587,665,242,268,328,379,509,354
ENSG00000063601,722,313,420,603,870,508,599
ENSG00000063660,51,39,0,8,16,0,13
ENSG00000063761,147,115,63,112,138,106,66
ENSG00000063854,221,195,241,302,209,224,238
ENSG00000063978,2883,2136,2135,1738,2162,1725,2003
ENSG00000064012,2886,2328,1848,1436,2469,2486,1450
ENSG00000064042,0,0,0,0,0,0,0
ENSG00000064102,702,374,254,356,409,508,277
ENSG00000064115,880,150,284,270,667,632,286
ENSG00000064195,0,0,0,0,0,0,0
ENSG00000064199,8,0,10,0,1,0,9
ENSG00000064201,428,190,140,177,333,229,147
ENSG00000064205,0,0,0,0,0,0,0
ENSG00000064218,0,0,0,0,0,0,0
ENSG00000064225,19,30,25,36,46,38,47
ENSG00000064270,13,3,11,3,9,3,13
ENSG00000064300,1,0,0,0,4,0,0
ENSG00000064309,0,0,0,0,0,0,0
ENSG00000064313,1467,985,699,658,1108,831,666
ENSG00000064393,2810,3096,2341,1477,1037,592,391
ENSG00000064419,1939,1455,1168,1302,1618,1560,1441
ENSG00000064489,0,0,0,0,0,0,0
ENSG00000064490,181,123,217,185,152,196,216
ENSG00000064545,214,140,274,341,213,365,242
ENSG00000064547,307,330,258,163,150,274,199
ENSG00000064601,1296,1361,1116,1243,684,659,842
ENSG00000064607,2303,2003,1191,1209,1788,1296,1282
ENSG00000064651,526,372,360,400,414,517,342
ENSG00000064652,21,11,4,18,32,19,16
ENSG00000064655,23,45,104,12,0,0,0
ENSG00000064666,9449,8970,7012,7776,6883,7308,6733
ENSG00000064687,2774,2235,1925,1660,2587,1986,2976
ENSG00000064692,0,0,0,0,0,0,0
ENSG00000064703,516,719,456,616,794,666,437
ENSG00000064726,1105,353,353,361,706,691,478
ENSG00000064763,41,51,48,72,18,51,92
ENSG00000064787,152,220,70,49,57,104,7
ENSG00000064835,0,0,1,0,0,3,0
ENSG00000064886,40,306,309,493,6,1095,340
ENSG00000064932,64,4,7,26,56,7,9
ENSG00000064933,895,681,535,646,746,540,564
ENSG00000064961,420,172,131,398,413,440,299
ENSG00000064989,2,0,0,0,0,38,18
ENSG00000064995,848,621,552,465,490,503,513
ENSG00000064999,152,105,83,101,137,210,82
ENSG00000065000,823,237,327,415,712,300,229
ENSG00000065029,1983,1326,1091,1132,1128,1404,1150
ENSG00000065054,1,14,0,0,0,9,1
ENSG00000065057,163,52,193,142,36,137,102
ENSG00000065060,528,258,154,129,481,161,129
ENSG00000065135,3017,2232,2352,2043,2336,2073,1839
ENSG00000065150,1696,1009,691,1147,1367,809,1109
ENSG00000065154,847,553,679,685,982,511,573
ENSG00000065183,600,499,399,204,510,459,424
ENSG00000065243,617,419,331,424,645,446,376
ENSG00000065268,309,349,372,370,240,660,376
ENSG00000065308,977,828,461,580,759,430,490
ENSG00000065320,0,2,9,0,2,2,0
ENSG00000065325,0,0,0,0,0,0,0
ENSG00000065328,27,0,10,1,0,0,0
ENSG00000065357,4652,4610,3022,2897,3522,4236,2941
ENSG00000065361,0,8,0,0,4,0,0
ENSG00000065371,0,0,0,0,0,0,0
ENSG00000065413,10816,9066,6010,5856,9039,6342,6005
ENSG00000065427,2991,2837,2124,2130,2174,1711,1812
ENSG00000065457,550,648,494,382,632,475,389
ENSG00000065485,57,38,9,33,47,69,23
ENSG00000065491,570,295,338,314,326,409,295
ENSG00000065518,474,100,277,665,329,178,316
ENSG00000065526,1855,981,651,933,1237,852,442
ENSG00000065534,134,11,19,24,68,99,40
ENSG00000065548,1436,1190,1223,1205,1217,1181,1179
ENSG00000065559,134,217,208,142,236,261,174
ENSG00000065600,507,434,228,401,324,215,301
ENSG00000065609,0,0,0,0,0,0,0
ENSG00000065613,263,205,211,311,257,241,77
ENSG00000065615,2473,1726,1183,1401,1762,1702,1294
ENSG00000065618,0,0,4,0,0,0,0
ENSG00000065621,63,49,19,42,93,86,52
ENSG00000065665,215,105,102,86,177,134,70
ENSG00000065675,21,2,7,1,22,28,19
ENSG00000065717,0,0,0,0,0,0,0
ENSG00000065802,434,130,168,260,442,444,169
ENSG00000065809,2327,1191,1125,1060,1174,1696,862
ENSG00000065833,16,0,0,20,0,0,0
ENSG00000065882,1012,499,393,395,697,454,457
ENSG00000065883,1366,898,981,779,765,606,650
ENSG00000065911,494,342,354,458,416,314,286
ENSG00000065923,1026,548,445,700,1388,1130,885
ENSG00000065970,713,335,202,504,531,543,481
ENSG00000065978,1218,405,369,715,662,634,262
ENSG00000065989,32,38,63,88,26,9,31
ENSG00000066027,369,203,307,441,383,248,189
ENSG00000066032,0,0,0,0,0,0,0
ENSG00000066044,1335,81,133,687,1118,696,636
ENSG00000066056,0,0,0,0,0,0,0
ENSG00000066084,1693,1245,1017,1217,1714,1031,1272
ENSG00000066117,337,185,198,393,335,146,131
ENSG00000066135,156,150,147,84,163,146,135
ENSG00000066136,1496,1214,1163,1107,1110,1081,997
ENSG00000066185,4,0,3,2,0,10,7
ENSG00000066230,1,1,1,0,1,0,0
ENSG00000066248,0,0,0,0,0,0,0
ENSG00000066279,52,21,15,77,0,7,1
ENSG00000066294,1264,335,392,311,2841,1713,1362
ENSG00000066322,1087,978,1476,1121,845,1314,1341
ENSG00000066336,214,94,107,221,140,140,168
ENSG00000066379,82,41,49,31,62,79,83
ENSG00000066382,0,0,0,0,0,0,0
ENSG00000066405,0,0,0,0,0,0,0
ENSG00000066422,1313,1001,494,563,968,746,792
ENSG00000066427,455,320,439,314,345,338,329
ENSG00000066455,619,541,443,446,689,577,448
ENSG00000066468,0,0,0,0,0,0,0
ENSG00000066557,404,550,309,206,407,234,314
ENSG00000066583,590,417,356,427,470,306,210
ENSG00000066629,0,0,0,0,0,0,0
ENSG00000066651,561,266,173,120,260,342,270
ENSG00000066654,2376,2161,1487,1939,2143,2582,1388
ENSG00000066697,44,5,27,40,29,9,26
ENSG00000066735,0,0,0,0,0,0,0
ENSG00000066739,625,364,490,347,611,870,305
ENSG00000066777,1115,701,434,635,661,424,501
ENSG00000066813,0,0,0,0,0,0,0
ENSG00000066827,537,317,205,107,422,156,208
ENSG00000066855,201,136,91,75,204,64,93
ENSG00000066923,92,69,60,132,99,69,55
ENSG00000066926,720,291,213,576,759,649,241
ENSG00000066933,1201,978,618,758,1298,690,622
ENSG00000067048,1,3565,1,2974,0,5145,2
ENSG00000067057,1605,1891,780,1042,1183,1371,843
ENSG00000067064,1676,1295,1104,1462,1458,1513,1118
ENSG00000067066,8926,6677,5236,6056,8634,8050,5891
ENSG00000067082,12081,16479,9374,14862,7021,14583,5655
ENSG00000067113,147,41,75,133,157,61,121
ENSG00000067141,16,5,37,93,8,100,31
ENSG00000067167,4760,2749,1625,3668,3515,3220,2729
ENSG00000067177,1,0,0,1,0,0,0
ENSG00000067182,136,56,163,132,44,77,228
ENSG00000067191,6,14,33,10,47,48,47
ENSG00000067208,369,294,124,202,442,323,117
ENSG00000067221,184,206,141,72,120,98,67
ENSG00000067225,6954,6741,5221,5872,5539,5747,4556
ENSG00000067248,502,291,430,450,299,561,347
ENSG00000067334,1721,1445,1042,1466,1639,1614,1099
ENSG00000067365,222,300,118,122,302,258,142
ENSG00000067369,986,617,516,303,826,708,754
ENSG00000067445,0,27,4,24,9,184,6
ENSG00000067533,591,564,530,511,417,506,562
ENSG00000067560,11618,10327,8457,10358,8437,7310,8090
ENSG00000067596,1427,1048,1101,784,949,1354,1156
ENSG00000067601,104,111,91,54,81,132,105
ENSG00000067606,129,22,25,40,111,7,38
ENSG00000067646,0,453,0,411,0,330,1
ENSG00000067704,2077,1935,1604,1331,2076,1183,1450
ENSG00000067715,60,44,67,5,19,1,15
ENSG00000067798,0,0,0,0,0,50,0
ENSG00000067829,929,839,1000,802,536,1121,878
ENSG00000067836,56,13,15,109,31,57,41
ENSG00000067840,0,0,0,0,0,0,1
ENSG00000067842,0,0,0,0,0,0,0
ENSG00000067900,3782,2402,1148,2210,3024,2345,1192
ENSG00000067955,1034,548,343,478,822,790,429
ENSG00000067992,1031,765,769,910,907,879,841
ENSG00000068001,66,4,7,9,16,20,21
ENSG00000068024,112,97,146,166,100,72,63
ENSG00000068028,2508,1543,1369,1510,1635,1123,1500
ENSG00000068078,0,0,0,0,0,0,0
ENSG00000068079,457,202,477,891,316,377,344
ENSG00000068097,900,436,329,309,1063,859,683
ENSG00000068120,1320,976,832,717,959,1055,1148
ENSG00000068137,0,0,0,21,0,0,0
ENSG00000068305,1934,1563,1192,1425,2339,2008,1390
ENSG00000068308,754,307,296,297,373,375,381
ENSG00000068323,490,126,128,331,306,263,283
ENSG00000068354,523,223,112,326,266,276,327
ENSG00000068366,948,903,545,544,1230,940,793
ENSG00000068383,7,17,31,21,51,64,17
ENSG00000068394,245,175,219,216,169,155,174
ENSG00000068400,1438,795,936,1090,1180,1362,1003
ENSG00000068438,896,678,698,616,581,672,606
ENSG00000068489,87,193,93,70,24,13,19
ENSG00000068615,0,0,0,0,0,0,0
ENSG00000068650,620,393,358,365,443,406,444
ENSG00000068654,402,350,261,234,525,209,177
ENSG00000068697,1659,1664,1244,2040,1434,2134,1439
ENSG00000068724,1831,855,1002,1048,1356,1206,1056
ENSG00000068745,1511,1112,1371,1276,1157,1275,1359
ENSG00000068781,0,0,0,0,0,0,0
ENSG00000068784,469,368,234,417,351,311,332
ENSG00000068796,923,518,638,458,696,641,637
ENSG00000068831,4243,2225,1502,2478,2897,1981,1757
ENSG00000068878,1204,652,371,928,1505,1213,889
ENSG00000068885,449,311,274,248,440,267,145
ENSG00000068903,865,759,822,550,714,882,648
ENSG00000068912,1616,894,865,776,1541,1282,968
ENSG00000068971,291,99,96,212,463,155,105
ENSG00000068976,135,106,104,115,137,112,82
ENSG00000068985,0,0,0,0,0,0,0
ENSG00000069011,0,0,0,0,0,0,0
ENSG00000069018,0,5,0,0,0,0,0
ENSG00000069020,399,152,154,158,683,236,428
ENSG00000069122,0,0,0,0,0,0,0
ENSG00000069188,138,196,128,0,196,456,328
ENSG00000069206,0,0,0,0,0,0,0
ENSG00000069248,888,948,338,594,1020,296,586
ENSG00000069275,1096,706,711,739,1286,931,756
ENSG00000069329,4096,2568,2338,1845,3465,3513,2531
ENSG00000069345,2053,1514,1135,1472,1598,1031,1245
ENSG00000069399,118,32,18,38,73,34,19
ENSG00000069424,1614,1257,1514,1114,1389,979,1295
ENSG00000069431,0,0,0,0,0,0,0
ENSG00000069482,0,0,0,0,0,0,0
ENSG00000069493,2373,2331,2009,1762,3268,4614,3112
ENSG00000069509,85,54,117,98,58,138,79
ENSG00000069535,0,0,0,0,0,0,0
ENSG00000069667,554,483,126,126,356,134,164
ENSG00000069696,0,0,0,0,0,0,0
ENSG00000069702,1,72,50,73,45,28,56
ENSG00000069764,1,0,2,0,2,0,0
ENSG00000069812,0,0,0,0,0,0,1
ENSG00000069849,895,1209,837,1222,657,672,836
ENSG00000069869,25,8,0,24,28,0,0
ENSG00000069943,451,404,370,546,466,362,405
ENSG00000069956,312,442,174,249,264,329,214
ENSG00000069966,1582,1248,923,839,1287,1042,903
ENSG00000069974,413,116,190,357,222,380,237
ENSG00000069998,638,148,351,609,519,449,388
ENSG00000070010,487,282,324,346,417,444,306
ENSG00000070018,20,0,0,0,0,26,8
ENSG00000070019,5,4,23,1,7,23,12
ENSG00000070031,0,0,0,0,0,0,0
ENSG00000070047,684,83,117,244,506,134,103
ENSG00000070061,1650,1383,873,1129,1334,1189,1019
ENSG00000070081,114,46,49,61,80,93,105
ENSG00000070087,58,43,14,26,10,10,32
ENSG00000070159,0,0,0,0,0,0,0
ENSG00000070182,20,45,3,121,110,33,19
ENSG00000070190,5620,3885,2690,2979,4475,3165,2519
ENSG00000070193,0,0,0,0,0,0,0
ENSG00000070214,594,261,132,363,575,307,284
ENSG00000070269,526,355,183,290,562,294,282
ENSG00000070366,394,219,141,106,218,156,209
ENSG00000070367,1392,1676,529,708,1303,975,840
ENSG00000070371,0,0,17,0,9,32,6
