genes,bHCnaiveB_S1R1,bHCnaiveB_S1R2,bHCnaiveB_S1R3,bSLEnaiveB_S1R1,bSLEnaiveB_S1R2,bSLEnaiveB_S1R3
ENSG00000228930,0,1,0,0,0,0
ENSG00000228933,0,2,0,5,0,2
ENSG00000228935,0,0,0,1,0,0
ENSG00000228937,0,0,0,0,0,0
ENSG00000228938,0,0,3,0,0,0
ENSG00000228939,4,6,8,3,3,5
ENSG00000228940,0,0,0,0,0,0
ENSG00000228941,0,0,0,0,2,1
ENSG00000228943,0,0,0,0,0,0
ENSG00000228944,0,0,0,0,0,0
ENSG00000228945,0,0,0,0,0,0
ENSG00000228948,0,6,7,4,1,1
ENSG00000228949,0,0,1,0,0,0
ENSG00000228950,2,3,0,1,2,0
ENSG00000228952,0,0,0,0,0,0
ENSG00000228953,0,0,0,0,0,0
ENSG00000228955,6,6,0,3,12,8
ENSG00000228956,327,357,83,381,196,112
ENSG00000228957,0,0,0,0,0,0
ENSG00000228958,0,0,0,0,0,0
ENSG00000228959,0,0,0,0,0,0
ENSG00000228960,18,11,5,11,0,10
ENSG00000228961,0,0,0,0,0,0
ENSG00000228963,0,0,0,0,0,0
ENSG00000228965,0,0,0,0,0,0
ENSG00000228966,0,0,0,0,0,0
ENSG00000228968,0,0,0,0,0,0
ENSG00000228970,0,0,0,0,0,0
ENSG00000228971,0,1,0,11,1,0
ENSG00000228973,0,0,0,0,0,0
ENSG00000228974,0,0,1,0,0,0
ENSG00000228976,4,3,0,0,8,1
ENSG00000228979,1,0,1,1,0,0
ENSG00000228980,0,1,1,0,0,1
ENSG00000228981,2,3,1,1,0,1
ENSG00000228982,0,0,0,0,0,0
ENSG00000228983,0,0,0,0,0,0
ENSG00000228984,0,0,0,0,0,0
ENSG00000228985,0,0,0,0,0,0
ENSG00000228986,0,0,0,3,2,0
ENSG00000228988,3,12,1,4,0,2
ENSG00000228992,0,1,0,0,1,1
ENSG00000228995,111,26,19,23,37,22
ENSG00000228997,0,0,0,0,0,0
ENSG00000228998,19,6,3,2,12,4
ENSG00000228999,28,4,0,3,1,0
ENSG00000229000,1,1,1,2,0,0
ENSG00000229001,52,0,0,0,0,0
ENSG00000229002,0,0,0,0,0,0
ENSG00000229005,0,0,0,0,1,0
ENSG00000229007,0,12,9,8,10,5
ENSG00000229009,0,0,0,2,0,0
ENSG00000229010,1,0,0,1,1,2
ENSG00000229011,0,0,0,0,0,0
ENSG00000229012,0,0,0,0,0,0
ENSG00000229013,0,0,0,0,0,0
ENSG00000229014,1,0,1,1,0,0
ENSG00000229015,0,0,0,1,0,0
ENSG00000229016,9,16,12,0,0,0
ENSG00000229017,50,17,3,14,0,2
ENSG00000229018,0,1,0,0,0,0
ENSG00000229019,0,0,0,0,0,0
ENSG00000229020,0,0,0,0,0,0
ENSG00000229021,4,4,0,3,0,0
ENSG00000229022,6,2,0,3,0,2
ENSG00000229023,10,13,14,6,26,8
ENSG00000229025,0,0,0,0,0,0
ENSG00000229027,0,0,0,0,0,0
ENSG00000229028,0,0,0,4,0,0
ENSG00000229029,31,51,3,6,195,26
ENSG00000229030,0,0,0,0,0,0
ENSG00000229031,2,2,0,0,0,0
ENSG00000229032,1,0,0,1,1,0
ENSG00000229035,0,0,0,0,0,0
ENSG00000229036,93,66,18,58,242,25
ENSG00000229037,2,9,3,3,4,1
ENSG00000229042,0,0,0,0,0,0
ENSG00000229043,8,47,29,47,24,13
ENSG00000229044,2,4,3,0,1,0
ENSG00000229046,17,18,13,15,12,10
ENSG00000229047,0,0,0,0,0,0
ENSG00000229048,7,3,3,4,0,2
ENSG00000229051,0,0,0,4,0,0
ENSG00000229052,118,63,73,88,249,74
ENSG00000229054,3,3,3,10,35,2
ENSG00000229056,0,0,9,2,0,0
ENSG00000229057,0,0,1,4,0,0
ENSG00000229060,0,0,0,0,0,0
ENSG00000229063,0,0,0,0,0,0
ENSG00000229064,0,0,0,0,0,0
ENSG00000229065,0,0,0,1,25,0
ENSG00000229066,0,0,0,0,0,0
ENSG00000229067,0,0,0,0,0,1
ENSG00000229068,0,0,0,0,0,0
ENSG00000229072,0,3,1,5,1,1
ENSG00000229079,0,0,0,0,0,0
ENSG00000229080,0,0,0,0,0,6
ENSG00000229081,0,0,0,0,6,0
ENSG00000229082,0,0,0,0,0,0
ENSG00000229083,0,1,0,2,0,2
ENSG00000229086,0,4,0,1,0,0
ENSG00000229087,0,0,0,0,6,5
ENSG00000229088,4,5,0,2,0,0
ENSG00000229089,3,2,1,11,1,0
ENSG00000229090,0,1,0,15,0,0
ENSG00000229091,0,0,0,0,0,0
ENSG00000229092,0,1,0,1,1,0
ENSG00000229093,0,0,0,0,0,0
ENSG00000229097,90,128,49,28,142,48
ENSG00000229101,0,0,0,0,0,0
ENSG00000229102,0,0,0,1,0,0
ENSG00000229104,0,0,0,0,0,0
ENSG00000229105,21,2,3,1,0,1
ENSG00000229106,23,44,8,26,114,40
ENSG00000229107,0,0,0,1,2,0
ENSG00000229108,0,0,0,0,0,0
ENSG00000229109,0,0,0,0,0,0
ENSG00000229110,0,0,0,0,0,0
ENSG00000229111,5,8,10,0,0,5
ENSG00000229112,0,2,0,0,0,0
ENSG00000229115,0,0,0,0,0,0
ENSG00000229116,0,0,0,1,0,1
ENSG00000229117,5341,3016,873,2798,1775,1612
ENSG00000229118,0,0,0,0,0,0
ENSG00000229119,2,8,1,2,2,1
ENSG00000229120,3,0,0,3,1,1
ENSG00000229122,0,15,3,9,20,8
ENSG00000229124,27,90,22,56,16,57
ENSG00000229127,307,195,102,220,471,110
ENSG00000229129,0,0,0,0,0,0
ENSG00000229131,0,0,0,0,0,0
ENSG00000229132,1,0,0,1,0,1
ENSG00000229133,2,1,1,1,1,0
ENSG00000229138,0,0,0,0,0,0
ENSG00000229140,5,10,10,27,3,11
ENSG00000229142,0,1,0,0,1,0
ENSG00000229143,0,0,0,0,0,0
ENSG00000229145,0,0,1,1,0,1
ENSG00000229146,0,0,0,0,0,0
ENSG00000229147,0,0,0,0,0,0
ENSG00000229150,0,0,0,0,0,0
ENSG00000229151,32,32,5,15,39,10
ENSG00000229152,69,219,50,123,121,81
ENSG00000229153,1,3,1,7,2,8
ENSG00000229154,183,50,62,32,99,14
ENSG00000229155,0,0,0,0,0,0
ENSG00000229156,0,0,0,0,0,0
ENSG00000229159,0,0,0,0,0,0
ENSG00000229160,0,0,0,0,0,0
ENSG00000229161,1,1,0,1,3,1
ENSG00000229162,3,2,1,0,0,0
ENSG00000229163,0,0,1,0,0,0
ENSG00000229165,0,0,1,2,3,2
ENSG00000229167,0,0,0,0,0,0
ENSG00000229168,1,1,1,1,0,1
ENSG00000229169,1,28,4,11,83,6
ENSG00000229172,0,0,0,0,0,0
ENSG00000229173,0,1,1,2,0,0
ENSG00000229175,0,0,0,1,0,0
ENSG00000229177,0,0,0,0,0,0
ENSG00000229178,0,0,1,1,2,0
ENSG00000229180,709,440,134,536,1132,275
ENSG00000229182,0,0,0,0,0,0
ENSG00000229183,0,0,0,0,0,0
ENSG00000229184,0,0,0,0,0,0
ENSG00000229186,0,0,0,0,0,0
ENSG00000229188,0,0,0,0,0,0
ENSG00000229190,15,26,5,6,0,5
ENSG00000229191,1,1,0,4,8,0
ENSG00000229192,0,0,0,0,0,0
ENSG00000229195,16,6,0,8,1,2
ENSG00000229196,0,3,0,2,0,6
ENSG00000229197,3,0,3,0,0,1
ENSG00000229201,0,0,0,1,0,0
ENSG00000229203,0,0,0,0,0,0
ENSG00000229204,0,2,0,0,2,0
ENSG00000229205,0,3,32,3,0,0
ENSG00000229206,1,5,0,0,0,0
ENSG00000229207,0,0,0,0,0,0
ENSG00000229208,0,0,0,0,0,0
ENSG00000229209,0,0,0,0,0,0
ENSG00000229211,0,0,2,0,0,1
ENSG00000229212,0,0,0,0,0,0
ENSG00000229213,0,0,0,0,0,0
ENSG00000229214,0,0,3,2,4,0
ENSG00000229217,0,5,7,8,0,4
ENSG00000229220,0,0,0,0,0,0
ENSG00000229221,0,0,1,1,0,0
ENSG00000229222,2,11,3,0,0,8
ENSG00000229224,0,0,0,1,0,0
ENSG00000229225,0,0,0,0,0,0
ENSG00000229226,0,0,0,0,0,0
ENSG00000229227,0,0,0,0,0,0
ENSG00000229228,9,1,2,0,6,2
ENSG00000229229,0,0,0,0,0,0
ENSG00000229230,1,0,0,0,0,1
ENSG00000229231,0,0,0,0,0,1
ENSG00000229232,0,0,0,0,0,0
ENSG00000229233,0,0,0,0,0,0
ENSG00000229234,0,0,0,0,0,0
ENSG00000229235,0,0,1,0,0,0
ENSG00000229236,2,0,35,1,1,0
ENSG00000229237,1,0,0,0,0,1
ENSG00000229238,0,0,0,0,0,0
ENSG00000229239,0,1,0,0,0,1
ENSG00000229240,0,3,0,6,0,0
ENSG00000229241,16,2,4,1,0,0
ENSG00000229242,0,0,0,0,0,1
ENSG00000229243,0,0,0,1,0,0
ENSG00000229246,0,0,0,0,0,0
ENSG00000229247,0,0,0,0,0,0
ENSG00000229248,1,0,0,0,0,0
ENSG00000229249,0,0,0,1,0,0
ENSG00000229250,0,0,0,0,0,0
ENSG00000229251,0,4,2,0,0,0
ENSG00000229254,0,0,0,6,0,0
ENSG00000229255,4,12,0,8,0,3
ENSG00000229256,1,1,0,0,0,1
ENSG00000229257,0,0,0,4,0,0
ENSG00000229258,0,1,0,12,0,1
ENSG00000229259,0,0,0,0,0,0
ENSG00000229261,1,0,0,0,0,0
ENSG00000229262,0,0,0,0,0,0
ENSG00000229263,0,0,0,0,0,0
ENSG00000229266,0,0,0,0,0,0
ENSG00000229267,7,13,0,10,35,1
ENSG00000229268,0,0,0,1,0,0
ENSG00000229269,0,0,0,0,0,0
ENSG00000229271,202,148,114,21,107,10
ENSG00000229272,0,0,0,0,0,0
ENSG00000229273,0,0,0,0,0,0
ENSG00000229274,0,0,0,0,0,0
ENSG00000229275,0,0,0,0,0,0
ENSG00000229276,10,1,1,0,0,4
ENSG00000229278,0,0,0,0,0,0
ENSG00000229280,0,0,0,0,0,0
ENSG00000229281,0,3,0,0,0,0
ENSG00000229282,0,0,0,1,0,0
ENSG00000229283,0,0,0,0,0,0
ENSG00000229286,0,0,0,0,0,0
ENSG00000229287,0,0,0,0,0,0
ENSG00000229288,0,0,0,3,0,0
ENSG00000229289,0,0,0,0,0,0
ENSG00000229291,0,0,0,0,0,0
ENSG00000229292,0,0,0,0,0,0
ENSG00000229294,7,5,0,0,0,0
ENSG00000229297,0,2,0,0,0,0
ENSG00000229298,0,1,0,2,0,2
ENSG00000229299,0,0,0,0,0,0
ENSG00000229301,0,0,0,0,0,0
ENSG00000229302,0,0,0,0,0,0
ENSG00000229303,1,0,0,0,1,0
ENSG00000229305,0,0,0,1,0,0
ENSG00000229306,0,0,0,0,1,0
ENSG00000229307,0,0,0,0,0,0
ENSG00000229308,0,0,0,0,0,1
ENSG00000229309,0,0,0,0,0,0
ENSG00000229310,0,0,0,0,0,0
ENSG00000229311,0,0,0,0,0,0
ENSG00000229312,0,0,0,2,0,0
ENSG00000229313,0,0,0,0,0,0
ENSG00000229314,4,0,2,1,0,0
ENSG00000229315,0,0,0,7,0,0
ENSG00000229316,0,0,1,1,2,0
ENSG00000229320,43,5,0,23,21,7
ENSG00000229321,15,20,9,65,32,24
ENSG00000229322,0,0,0,0,0,0
ENSG00000229324,0,0,0,0,0,1
ENSG00000229325,63,112,53,23,53,22
ENSG00000229326,0,7,3,2,0,0
ENSG00000229327,18,4,2,10,8,6
ENSG00000229330,0,0,0,0,0,1
ENSG00000229331,0,2,0,0,9,0
ENSG00000229332,0,0,0,0,0,0
ENSG00000229334,18,50,7,32,51,3
ENSG00000229335,0,0,0,6,0,0
ENSG00000229336,6,0,1,3,4,1
ENSG00000229337,262,59,22,121,58,62
ENSG00000229338,0,0,0,0,0,0
ENSG00000229339,17,22,7,16,35,8
ENSG00000229343,0,0,0,0,0,0
ENSG00000229344,17,15,9,8,85,4
ENSG00000229345,0,0,0,0,0,0
ENSG00000229347,0,0,0,0,0,0
ENSG00000229348,0,6,5,2,0,0
ENSG00000229349,0,2,0,4,2,0
ENSG00000229351,0,0,0,0,0,0
ENSG00000229352,0,2,0,0,0,0
ENSG00000229356,3,4,0,1,0,0
ENSG00000229357,0,0,0,1,0,0
ENSG00000229358,91,34,14,69,92,9
ENSG00000229359,0,0,0,0,0,0
ENSG00000229360,0,0,0,0,1,0
ENSG00000229361,0,0,0,9,0,0
ENSG00000229365,0,0,0,0,0,0
ENSG00000229367,0,0,0,0,0,0
ENSG00000229368,18,3,3,1,0,0
ENSG00000229369,0,0,1,0,0,0
ENSG00000229370,0,0,0,0,0,0
ENSG00000229372,0,0,1,0,1,1
ENSG00000229373,1,0,3,4,0,0
ENSG00000229375,0,3,0,0,0,0
ENSG00000229376,0,0,0,5,0,0
ENSG00000229379,0,0,0,0,0,0
ENSG00000229380,0,0,0,0,0,0
ENSG00000229382,0,0,0,0,0,0
ENSG00000229384,0,0,0,0,0,0
ENSG00000229385,0,2,0,2,0,0
ENSG00000229386,3,0,0,7,0,0
ENSG00000229388,16,6,0,4,1,1
ENSG00000229389,0,0,0,0,0,0
ENSG00000229390,0,0,0,1,0,0
ENSG00000229391,4283,3253,836,2980,20970,1200
ENSG00000229393,4,0,0,9,0,0
ENSG00000229395,0,0,0,0,0,0
ENSG00000229398,0,0,0,4,0,0
ENSG00000229399,14,3,0,11,2,3
ENSG00000229400,0,0,0,1,0,0
ENSG00000229401,0,0,0,0,1,0
ENSG00000229402,0,0,0,0,2,0
ENSG00000229403,0,0,0,0,0,0
ENSG00000229404,0,0,0,0,0,0
ENSG00000229405,0,0,0,0,0,0
ENSG00000229406,0,0,0,0,0,0
ENSG00000229407,0,0,1,0,0,0
ENSG00000229409,0,0,0,0,0,0
ENSG00000229413,0,1,0,0,0,0
ENSG00000229414,1,2,2,0,12,1
ENSG00000229415,0,0,0,1,0,0
ENSG00000229416,0,0,0,0,0,0
ENSG00000229417,0,0,0,0,0,0
ENSG00000229418,0,0,0,0,0,0
ENSG00000229419,23,22,12,27,69,7
ENSG00000229421,0,0,0,0,0,0
ENSG00000229422,0,0,0,1,2,1
ENSG00000229423,0,0,0,0,0,0
ENSG00000229424,2,1,0,6,0,0
ENSG00000229425,1,6,1,19,0,1
ENSG00000229427,6,4,18,0,3,4
ENSG00000229431,2,12,12,6,56,5
ENSG00000229433,1,0,0,0,0,1
ENSG00000229434,0,0,0,0,0,0
ENSG00000229435,0,0,0,0,1,0
ENSG00000229436,0,2,0,0,0,0
ENSG00000229437,0,0,0,0,4,0
ENSG00000229440,0,0,0,0,0,0
ENSG00000229442,0,1,0,0,0,0
ENSG00000229443,0,0,0,1,61,0
ENSG00000229444,1,1,9,0,0,2
ENSG00000229447,12,94,41,41,10,16
ENSG00000229452,0,0,0,0,0,0
ENSG00000229453,0,1,0,6,0,0
ENSG00000229454,0,0,0,0,0,0
ENSG00000229455,0,0,0,1,0,0
ENSG00000229456,248,95,84,72,394,64
ENSG00000229457,0,0,0,0,0,0
ENSG00000229458,0,0,0,0,0,0
ENSG00000229459,0,0,0,0,0,0
ENSG00000229462,0,0,0,0,0,0
ENSG00000229463,14,4,13,6,63,2
ENSG00000229465,0,0,0,0,0,0
ENSG00000229466,1,1,1,4,0,0
ENSG00000229468,6,1,0,0,3,0
ENSG00000229473,82,144,40,59,270,38
ENSG00000229474,581,964,168,554,1086,286
ENSG00000229478,0,0,0,0,0,0
ENSG00000229483,0,0,0,0,0,0
ENSG00000229484,8,15,4,11,3,0
ENSG00000229485,0,0,0,0,0,0
ENSG00000229486,0,0,0,2,0,0
ENSG00000229487,32,22,25,18,11,8
ENSG00000229491,0,2,0,0,0,0
ENSG00000229492,0,3,1,0,0,0
ENSG00000229494,0,2,0,0,0,0
ENSG00000229495,0,1,0,0,0,1
ENSG00000229497,0,0,0,0,0,0
ENSG00000229498,0,0,0,0,2,0
ENSG00000229500,0,0,0,0,1,0
ENSG00000229502,203,215,54,6,144,29
ENSG00000229503,1,4,0,2,0,0
ENSG00000229505,0,1,0,0,0,0
ENSG00000229508,0,0,0,0,0,0
ENSG00000229509,0,0,0,0,0,0
ENSG00000229511,0,0,0,0,0,0
ENSG00000229512,0,0,0,0,0,0
ENSG00000229515,0,0,0,0,1,0
ENSG00000229518,0,0,0,0,0,0
ENSG00000229519,1,5,0,5,2,3
ENSG00000229520,1,0,0,0,0,0
ENSG00000229521,29,27,6,4,62,4
ENSG00000229522,0,0,0,0,0,0
ENSG00000229525,0,0,1,1,0,0
ENSG00000229526,0,0,0,0,0,0
ENSG00000229528,0,0,0,0,0,0
ENSG00000229530,23,9,0,0,4,1
ENSG00000229531,17,10,4,6,106,15
ENSG00000229532,0,0,0,0,0,0
ENSG00000229533,0,0,0,0,0,0
ENSG00000229534,0,2,1,2,4,1
ENSG00000229536,1,0,0,2,0,0
ENSG00000229537,0,0,0,8,0,0
ENSG00000229539,7,26,2,17,203,20
ENSG00000229541,0,0,0,0,0,0
ENSG00000229543,1,0,0,0,0,0
ENSG00000229544,0,0,0,0,0,0
ENSG00000229546,0,0,0,0,0,2
ENSG00000229547,0,0,0,0,0,0
ENSG00000229549,0,0,0,0,0,0
ENSG00000229550,0,0,0,0,0,0
ENSG00000229551,0,0,0,0,0,0
ENSG00000229553,0,0,0,0,0,0
ENSG00000229554,5,0,1,3,3,0
ENSG00000229557,0,0,0,1,0,0
ENSG00000229558,0,0,0,0,0,0
ENSG00000229559,0,4,0,2,0,0
ENSG00000229560,0,0,0,0,0,0
ENSG00000229562,0,0,0,0,0,0
ENSG00000229563,1,1,0,6,0,0
ENSG00000229565,0,0,0,1,0,0
ENSG00000229567,6,3,3,2,5,4
ENSG00000229568,0,0,0,0,0,0
ENSG00000229569,0,0,0,0,0,0
ENSG00000229570,0,0,1,0,0,0
ENSG00000229571,0,0,0,0,0,0
ENSG00000229572,0,1,0,6,0,0
ENSG00000229578,0,1,0,1,0,0
ENSG00000229579,0,0,0,0,0,0
ENSG00000229582,26,1,1,4,0,1
ENSG00000229585,3,3,4,6,0,4
ENSG00000229586,1,0,0,0,0,0
ENSG00000229587,2,10,7,16,3,2
ENSG00000229588,0,1,0,6,0,0
ENSG00000229589,0,6,0,9,4,0
ENSG00000229590,0,0,0,0,0,0
ENSG00000229591,69,17,18,14,120,18
ENSG00000229593,0,1,0,0,0,0
ENSG00000229594,0,0,0,0,0,0
ENSG00000229595,0,0,0,0,1,1
ENSG00000229596,0,0,0,0,0,0
ENSG00000229598,141,68,6,18,11,49
ENSG00000229599,0,0,0,2,0,11
ENSG00000229600,0,0,0,0,0,0
ENSG00000229601,41,2,0,0,0,2
ENSG00000229603,0,0,0,0,0,0
ENSG00000229604,0,5,10,2,234,0
ENSG00000229605,3,1,0,0,0,0
ENSG00000229606,0,0,0,0,0,0
ENSG00000229607,0,0,0,0,0,0
ENSG00000229608,0,1,1,0,0,0
ENSG00000229609,0,0,0,0,0,0
ENSG00000229611,8,2,2,6,0,4
ENSG00000229612,0,0,0,0,0,0
ENSG00000229613,0,0,1,1,0,0
ENSG00000229616,0,0,0,0,0,0
ENSG00000229618,75,14,3,16,1,2
ENSG00000229619,827,191,43,523,713,123
ENSG00000229621,0,1,0,0,0,0
ENSG00000229622,116,27,47,6,11,13
ENSG00000229623,17,13,2,16,2,7
ENSG00000229625,0,0,0,0,0,0
ENSG00000229626,0,0,0,0,0,0
ENSG00000229627,0,0,0,0,0,0
ENSG00000229628,3,11,0,1,0,7
ENSG00000229629,15,2,0,0,9,4
ENSG00000229630,0,0,0,0,0,0
ENSG00000229635,0,2,4,11,39,4
ENSG00000229636,0,0,0,0,0,0
ENSG00000229637,0,0,0,0,0,0
ENSG00000229638,42,77,15,29,43,19
ENSG00000229639,0,0,0,0,0,0
ENSG00000229641,0,0,0,0,0,0
ENSG00000229642,0,0,0,0,0,0
ENSG00000229643,0,0,0,0,0,0
ENSG00000229644,4,6,3,5,1,8
ENSG00000229646,10,6,0,0,0,5
ENSG00000229647,108,45,8,5,1,1
ENSG00000229648,0,0,0,0,0,0
ENSG00000229649,0,1,0,1,0,0
ENSG00000229652,0,0,0,0,0,0
ENSG00000229654,3,7,0,1,1,0
ENSG00000229656,0,0,0,0,4,1
ENSG00000229657,0,0,1,0,0,0
ENSG00000229658,0,0,0,0,0,0
ENSG00000229659,106,55,147,56,43,33
ENSG00000229660,0,1,0,0,0,0
ENSG00000229661,3,0,0,0,0,0
ENSG00000229662,0,0,0,0,0,0
ENSG00000229663,0,0,0,0,12,0
ENSG00000229664,0,1,0,1,0,0
ENSG00000229665,0,0,0,0,0,0
ENSG00000229666,1,0,1,0,0,0
ENSG00000229667,0,0,0,1,0,0
ENSG00000229668,1,0,0,0,0,0
ENSG00000229670,0,0,0,0,0,0
ENSG00000229671,18,1,0,0,44,1
ENSG00000229672,5,1,0,2,0,7
ENSG00000229673,1,3,1,0,0,0
ENSG00000229674,0,0,0,1,0,0
ENSG00000229676,17,27,7,6,1,7
ENSG00000229677,49,39,16,30,264,26
ENSG00000229679,0,0,0,0,0,0
ENSG00000229682,0,0,0,0,0,0
ENSG00000229686,0,0,0,0,0,0
ENSG00000229687,0,1,0,0,0,0
ENSG00000229688,4,2,1,3,1,0
ENSG00000229689,0,2,0,5,113,15
ENSG00000229690,0,0,0,0,0,0
ENSG00000229692,0,0,0,0,0,0
ENSG00000229693,0,0,0,0,0,0
ENSG00000229694,13,2,1,5,0,0
ENSG00000229695,1,5,0,0,1,0
ENSG00000229696,23,2,3,7,93,2
ENSG00000229697,0,0,0,0,0,0
ENSG00000229699,0,1,0,2,0,0
ENSG00000229700,0,3,0,0,0,0
ENSG00000229701,0,5,0,4,0,0
ENSG00000229703,0,0,2,2,0,0
ENSG00000229704,0,0,1,1,0,1
ENSG00000229707,0,0,0,0,0,0
ENSG00000229708,0,0,0,0,0,0
ENSG00000229709,0,0,0,0,0,0
ENSG00000229711,0,2,0,0,0,0
ENSG00000229713,0,0,0,0,0,0
ENSG00000229715,0,0,0,0,0,0
ENSG00000229716,1,0,0,0,0,0
ENSG00000229717,0,0,0,1,1,1
ENSG00000229719,0,2,2,0,0,0
ENSG00000229720,0,0,0,0,0,0
ENSG00000229721,4,14,0,2,11,1
ENSG00000229722,0,0,0,2,0,0
ENSG00000229723,0,0,0,1,0,1
ENSG00000229724,0,0,0,0,0,0
ENSG00000229725,0,0,0,0,0,0
ENSG00000229727,0,7,1,3,0,16
ENSG00000229728,29,36,5,30,47,23
ENSG00000229730,0,0,0,0,0,0
ENSG00000229731,0,0,0,0,0,0
ENSG00000229732,0,0,0,0,0,0
ENSG00000229733,0,0,0,0,0,0
ENSG00000229735,0,0,0,0,0,0
ENSG00000229738,0,0,0,0,0,0
ENSG00000229739,11,21,0,24,121,19
ENSG00000229740,0,0,0,0,0,0
ENSG00000229742,2,5,0,1,2,1
ENSG00000229743,0,0,0,0,86,7
ENSG00000229744,0,0,0,0,0,0
ENSG00000229745,0,0,0,0,0,0
ENSG00000229747,0,0,0,0,1,0
ENSG00000229749,0,0,0,0,0,0
ENSG00000229750,0,0,0,0,0,0
ENSG00000229751,0,2,0,1,0,0
ENSG00000229752,1,1,2,0,0,0
ENSG00000229753,0,1,4,0,0,0
ENSG00000229754,2,6,2,4,132,7
ENSG00000229755,0,0,0,0,0,0
ENSG00000229756,4,15,0,2,0,0
ENSG00000229757,0,1,0,1,0,0
ENSG00000229758,0,0,0,1,0,0
ENSG00000229759,5,7,0,0,3,0
ENSG00000229760,0,0,0,0,0,0
ENSG00000229761,0,0,0,5,0,0
ENSG00000229762,0,0,0,0,0,0
ENSG00000229765,2,0,0,1,1,1
ENSG00000229766,6,8,0,0,0,17
ENSG00000229769,0,0,0,0,0,0
ENSG00000229770,0,0,0,0,0,0
ENSG00000229771,0,0,0,0,0,0
ENSG00000229774,0,0,0,0,0,0
ENSG00000229775,1,0,2,2,0,1
ENSG00000229776,0,0,0,0,0,0
ENSG00000229779,0,1,0,9,0,0
ENSG00000229780,0,5,0,2,0,1
ENSG00000229781,17,1,4,1,0,3
ENSG00000229782,0,0,0,0,0,0
ENSG00000229785,0,0,0,0,0,0
ENSG00000229786,0,0,0,0,0,0
ENSG00000229788,0,0,0,0,0,0
ENSG00000229791,0,0,0,0,0,0
ENSG00000229792,0,0,0,0,0,0
ENSG00000229794,1,0,4,2,3,0
ENSG00000229795,6,0,0,1,7,0
ENSG00000229797,0,0,0,0,0,0
ENSG00000229798,6,0,0,0,0,0
ENSG00000229800,0,4,4,3,8,0
ENSG00000229805,1,0,0,2,0,0
ENSG00000229806,1,1,0,0,2,1
ENSG00000229807,38891,20615,1321,12589,55341,9930
ENSG00000229808,49,38,7,5,16,14
ENSG00000229809,9,28,12,32,27,18
ENSG00000229814,1,2,0,0,0,1
ENSG00000229815,0,0,0,0,0,0
ENSG00000229816,61,33,15,29,164,19
ENSG00000229817,0,9,3,8,9,1
ENSG00000229820,0,2,0,8,0,2
ENSG00000229821,0,0,0,1,0,0
ENSG00000229822,5,12,0,5,0,0
ENSG00000229824,0,0,0,0,0,0
ENSG00000229826,0,0,0,0,0,0
ENSG00000229827,0,1,0,0,0,0
ENSG00000229828,0,2,1,0,0,0
ENSG00000229829,0,0,0,0,0,0
ENSG00000229830,0,0,0,0,0,0
ENSG00000229831,0,0,0,0,0,0
ENSG00000229832,17,17,1,10,97,2
ENSG00000229833,33,31,33,22,2,8
ENSG00000229834,0,0,0,0,0,0
ENSG00000229835,0,0,0,0,0,0
ENSG00000229836,0,0,0,0,0,0
ENSG00000229839,25,18,17,40,28,33
ENSG00000229840,0,0,0,0,0,0
ENSG00000229842,0,4,2,1,0,0
ENSG00000229846,0,1,0,0,0,0
ENSG00000229847,0,0,0,3,0,0
ENSG00000229848,26,0,0,0,0,0
ENSG00000229849,1,0,1,0,0,0
ENSG00000229851,0,0,0,0,0,0
ENSG00000229852,63,34,12,71,14,20
ENSG00000229853,108,110,46,59,189,64
ENSG00000229854,0,0,0,0,0,0
ENSG00000229855,0,3,0,4,0,1
ENSG00000229857,0,0,1,0,0,0
ENSG00000229858,2,4,2,2,0,1
ENSG00000229859,0,0,0,0,0,0
ENSG00000229862,10,6,0,0,0,0
ENSG00000229863,1,1,1,4,0,2
ENSG00000229865,0,0,0,0,0,0
ENSG00000229867,1,2,0,2,9,0
ENSG00000229869,0,0,0,1,0,0
ENSG00000229870,7,4,9,6,0,5
ENSG00000229871,0,0,0,0,0,0
ENSG00000229873,0,0,0,0,0,0
ENSG00000229875,0,0,0,0,0,0
ENSG00000229876,0,0,0,1,0,2
ENSG00000229877,0,0,0,0,0,0
ENSG00000229878,0,0,0,0,0,0
ENSG00000229880,1,2,1,0,2,0
ENSG00000229881,0,0,0,0,0,0
ENSG00000229882,0,1,0,0,1,1
ENSG00000229885,0,0,0,0,0,0
ENSG00000229886,0,0,0,0,0,0
ENSG00000229887,0,2,1,6,0,3
ENSG00000229890,0,0,0,2,0,0
ENSG00000229891,0,0,2,0,4,8
ENSG00000229892,0,0,0,0,0,0
ENSG00000229893,0,1,0,1,0,0
ENSG00000229894,38,24,4,13,90,4
ENSG00000229896,6,1,0,0,0,2
ENSG00000229897,4,6,1,2,13,2
ENSG00000229899,0,0,0,0,0,0
ENSG00000229900,0,0,0,0,0,0
ENSG00000229901,0,1,0,0,0,0
ENSG00000229905,0,1,0,2,19,0
ENSG00000229906,0,0,0,1,0,0
ENSG00000229907,0,0,0,0,0,0
ENSG00000229909,0,0,0,1,0,0
ENSG00000229910,0,0,0,0,0,0
ENSG00000229911,0,0,0,3,0,0
ENSG00000229912,0,0,0,1,0,0
ENSG00000229913,0,0,0,0,0,0
ENSG00000229914,1,3,3,1,1,0
ENSG00000229915,0,0,0,0,0,0
