genes,aHCnaiveB_S1R1,aHCnaiveB_S1R3,aHCnaiveB_S1R4,aSLEnaiveB_S1R1,aSLEnaiveB_S1R2,aSLEnaiveB_S1R3,aSLEnaiveB_S1R4
ENSG00000214110,0,0,0,0,0,0,0
ENSG00000214111,0,13,16,0,0,0,0
ENSG00000214113,74,75,46,733,1193,658,1309
ENSG00000214114,85,86,124,298,364,212,362
ENSG00000214121,1,1,2,1,1,2,2
ENSG00000214124,2,0,0,0,0,1,1
ENSG00000214125,0,8,13,0,0,0,0
ENSG00000214128,1,57,42,0,0,0,0
ENSG00000214132,2,12,31,0,0,0,1
ENSG00000214135,141,118,107,617,602,485,706
ENSG00000214140,32,101,133,120,384,323,538
ENSG00000214141,0,37,48,3,2,1,1
ENSG00000214142,1,11,18,1,0,1,1
ENSG00000214144,5,62,81,0,1,3,0
ENSG00000214145,3,81,150,1,0,0,2
ENSG00000214146,1,48,60,2,1,1,2
ENSG00000214147,0,0,1,0,0,0,0
ENSG00000214160,163,127,200,832,769,551,926
ENSG00000214161,0,0,4,0,0,0,0
ENSG00000214174,63,151,225,525,402,398,620
ENSG00000214176,133,191,152,2631,2359,2539,3162
ENSG00000214178,1,0,1,0,0,2,1
ENSG00000214182,33,30,21,324,288,248,531
ENSG00000214184,0,13,10,11,8,8,7
ENSG00000214185,3,102,126,3,2,15,7
ENSG00000214188,0,27,68,0,0,0,0
ENSG00000214189,0,90,157,9,4,4,18
ENSG00000214190,0,12,6,0,0,3,0
ENSG00000214192,0,0,0,8,5,8,23
ENSG00000214193,3,90,145,137,73,292,139
ENSG00000214194,81,4,4,610,737,273,463
ENSG00000214195,1,13,1,4,1,0,1
ENSG00000214198,5,64,66,46,45,44,70
ENSG00000214199,35,2,1,59,92,187,251
ENSG00000214200,0,1,9,0,0,0,0
ENSG00000214203,3,7,10,21,17,36,54
ENSG00000214204,0,4,16,0,3,1,5
ENSG00000214207,0,0,0,0,0,0,0
ENSG00000214210,0,38,19,0,0,0,0
ENSG00000214211,0,70,29,0,1,0,1
ENSG00000214212,2,72,56,121,160,112,158
ENSG00000214216,0,5,2,1,0,0,0
ENSG00000214222,1,0,1,0,0,0,0
ENSG00000214223,0,10,20,18,32,50,61
ENSG00000214226,25,54,47,294,247,286,294
ENSG00000214237,0,3,0,0,0,0,0
ENSG00000214243,0,6,9,4,5,2,4
ENSG00000214244,3,0,1,4,5,2,7
ENSG00000214245,0,6,1,0,0,0,0
ENSG00000214248,2,47,68,5,8,1,3
ENSG00000214249,0,45,16,1,0,1,1
ENSG00000214252,1,11,4,0,0,0,0
ENSG00000214253,127,79,161,2530,4247,2162,4860
ENSG00000214254,0,2,0,0,0,0,0
ENSG00000214255,0,26,41,0,2,0,0
ENSG00000214259,0,17,24,1,2,1,2
ENSG00000214262,0,0,0,0,0,0,0
ENSG00000214263,6,7,1,4,34,1,5
ENSG00000214264,0,13,11,0,2,1,1
ENSG00000214265,0,0,0,0,0,0,0
ENSG00000214266,0,3,0,0,0,0,0
ENSG00000214268,0,0,0,0,0,1,0
ENSG00000214269,0,33,13,1,3,1,2
ENSG00000214273,1,16,21,2,0,4,1
ENSG00000214274,0,23,19,11,3,2,2
ENSG00000214278,0,39,19,0,0,1,0
ENSG00000214279,11,184,361,510,193,370,421
ENSG00000214280,0,0,0,0,0,0,0
ENSG00000214281,0,1,0,0,0,0,0
ENSG00000214282,0,22,3,0,0,0,0
ENSG00000214283,1,15,23,0,1,4,1
ENSG00000214285,0,2,7,0,0,0,0
ENSG00000214286,0,12,5,0,0,0,0
ENSG00000214288,0,18,0,0,0,0,0
ENSG00000214289,0,9,23,1,4,2,7
ENSG00000214290,2,26,38,36,23,74,43
ENSG00000214293,33,41,69,148,182,222,298
ENSG00000214295,0,53,55,0,0,0,0
ENSG00000214297,0,0,3,0,0,0,0
ENSG00000214298,1,14,23,0,0,0,0
ENSG00000214300,78,24,13,18,22,25,22
ENSG00000214301,1,10,1,1,0,0,0
ENSG00000214305,0,9,5,0,0,1,0
ENSG00000214309,1,34,54,70,80,52,87
ENSG00000214313,1,28,29,0,0,0,0
ENSG00000214318,0,5,5,0,0,0,0
ENSG00000214319,0,11,0,0,0,0,0
ENSG00000214321,0,9,4,0,0,0,1
ENSG00000214322,1,11,7,0,1,2,2
ENSG00000214324,0,23,23,0,0,0,0
ENSG00000214326,0,0,0,0,0,0,0
ENSG00000214329,1,13,17,0,0,0,0
ENSG00000214330,0,14,16,0,0,0,0
ENSG00000214331,115,54,32,321,299,264,384
ENSG00000214335,0,15,11,0,0,2,0
ENSG00000214336,1,89,52,0,0,0,7
ENSG00000214338,0,30,4,3,7,2,11
ENSG00000214342,0,8,4,0,0,0,0
ENSG00000214344,0,2,8,0,0,0,0
ENSG00000214347,0,21,25,0,0,0,0
ENSG00000214351,1,1,0,1,0,2,2
ENSG00000214353,51,106,44,32,20,37,48
ENSG00000214354,2,18,5,0,0,0,0
ENSG00000214357,3,145,142,7,9,2,14
ENSG00000214359,19,5,5,8,10,12,12
ENSG00000214360,0,36,31,0,2,0,0
ENSG00000214362,4,0,0,4,4,6,12
ENSG00000214366,0,8,0,1,0,0,0
ENSG00000214367,135,138,152,2588,1924,2361,2692
ENSG00000214369,0,7,17,0,0,0,0
ENSG00000214374,0,3,1,0,0,0,0
ENSG00000214376,3,3,21,6,0,6,10
ENSG00000214380,0,1,1,0,0,0,0
ENSG00000214381,1,51,20,0,0,0,0
ENSG00000214389,93,7,12,556,1094,1215,2101
ENSG00000214391,4,12,5,10,9,8,12
ENSG00000214401,15,88,33,127,183,105,196
ENSG00000214402,0,85,131,0,0,1,0
ENSG00000214405,0,0,1,0,0,0,0
ENSG00000214407,0,0,0,0,0,0,0
ENSG00000214413,69,118,59,1142,1038,1058,1494
ENSG00000214414,0,32,32,0,0,0,0
ENSG00000214415,0,3,4,0,0,0,0
ENSG00000214417,1,29,30,0,0,0,0
ENSG00000214424,1,37,72,1,3,1,1
ENSG00000214425,197,19,22,1757,1431,1722,1859
ENSG00000214428,0,7,4,0,0,0,0
ENSG00000214429,0,0,0,0,0,0,0
ENSG00000214432,2,30,12,8,4,5,16
ENSG00000214433,0,11,4,1,0,2,2
ENSG00000214434,0,12,6,0,0,0,0
ENSG00000214435,0,1,0,2,0,0,10
ENSG00000214439,12,43,30,138,154,154,208
ENSG00000214447,0,0,0,0,0,0,0
ENSG00000214455,0,0,0,0,0,0,0
ENSG00000214456,7,121,226,8,5,13,21
ENSG00000214457,0,10,0,0,0,0,0
ENSG00000214460,22,3,9,9,19,34,51
ENSG00000214465,0,23,32,6,9,6,15
ENSG00000214484,2,12,26,0,0,0,1
ENSG00000214485,47,6,7,239,297,511,817
ENSG00000214487,0,0,0,0,0,0,0
ENSG00000214491,0,58,55,0,0,0,0
ENSG00000214510,1,9,10,1,1,3,0
ENSG00000214511,1,9,6,12,6,3,4
ENSG00000214513,0,72,113,0,0,0,0
ENSG00000214514,2,117,107,0,0,3,1
ENSG00000214517,61,55,35,428,402,344,533
ENSG00000214518,0,6,6,0,0,0,0
ENSG00000214525,2,21,25,0,3,0,1
ENSG00000214526,3,9,11,0,1,0,1
ENSG00000214530,65,80,167,577,726,1776,910
ENSG00000214533,0,15,6,0,0,2,0
ENSG00000214534,2,51,94,44,32,29,44
ENSG00000214535,65,5,6,130,200,299,398
ENSG00000214541,5,2,1,11,23,55,51
ENSG00000214544,2,7,22,20,23,18,22
ENSG00000214546,0,54,51,0,1,0,5
ENSG00000214548,14,416,582,0,2,0,0
ENSG00000214549,1,22,15,1,0,2,0
ENSG00000214552,0,5,0,2,3,9,3
ENSG00000214553,6,153,166,0,0,0,0
ENSG00000214558,1,2,0,4,3,3,4
ENSG00000214559,1,1,8,0,1,1,1
ENSG00000214560,0,7,4,0,0,2,2
ENSG00000214561,0,5,5,0,0,1,2
ENSG00000214562,6,64,59,68,84,53,97
ENSG00000214563,0,16,12,0,0,0,0
ENSG00000214575,3,99,125,0,2,3,0
ENSG00000214578,1,1,12,3,1,4,9
ENSG00000214581,2,20,17,0,0,0,0
ENSG00000214584,2,17,21,2,3,4,2
ENSG00000214593,1,12,27,3,2,2,5
ENSG00000214595,64,130,90,218,305,186,427
ENSG00000214602,0,15,7,0,0,0,0
ENSG00000214604,1,14,10,0,0,0,0
ENSG00000214607,0,11,0,0,0,0,0
ENSG00000214612,6,16,3,21,25,67,73
ENSG00000214614,0,8,18,0,0,0,0
ENSG00000214617,0,14,35,0,0,0,0
ENSG00000214626,1,7,6,4,6,13,11
ENSG00000214628,1,5,1,1,1,0,1
ENSG00000214629,6,5,4,6,4,3,7
ENSG00000214641,0,0,1,0,0,0,1
ENSG00000214642,0,2,0,0,0,0,0
ENSG00000214643,2,9,7,0,0,0,0
ENSG00000214646,1,7,16,0,0,3,0
ENSG00000214650,4,85,99,4,3,8,13
ENSG00000214651,5,7,3,8,6,2,8
ENSG00000214652,15,62,94,111,160,708,204
ENSG00000214653,3,10,5,13,15,11,11
ENSG00000214654,50,88,104,255,298,154,215
ENSG00000214655,245,226,186,3296,2545,3046,3473
ENSG00000214657,1,1,4,0,0,1,0
ENSG00000214659,1,33,26,3,0,0,2
ENSG00000214660,0,15,10,0,0,0,0
ENSG00000214668,0,5,3,0,0,0,0
ENSG00000214669,2,7,0,0,0,0,0
ENSG00000214671,0,0,0,0,0,0,1
ENSG00000214676,0,9,4,0,0,0,0
ENSG00000214681,0,0,0,0,0,0,0
ENSG00000214684,0,14,11,0,0,0,0
ENSG00000214686,0,8,2,0,0,0,0
ENSG00000214688,0,18,45,0,0,0,0
ENSG00000214691,4,10,15,0,0,0,0
ENSG00000214694,9,111,110,13,14,3,7
ENSG00000214695,0,12,14,0,0,0,0
ENSG00000214700,0,0,2,22,31,40,56
ENSG00000214702,0,1,0,0,0,0,0
ENSG00000214706,92,84,182,1336,1482,1427,1958
ENSG00000214708,2,25,23,2,1,4,1
ENSG00000214711,17,52,30,195,252,181,247
ENSG00000214717,214,54,108,5332,5814,4339,8724
ENSG00000214719,4,136,181,37,35,32,31
ENSG00000214720,2,19,3,0,0,0,0
ENSG00000214725,0,29,35,0,0,0,0
ENSG00000214727,5,51,63,8,5,6,6
ENSG00000214736,0,0,0,0,0,0,0
ENSG00000214743,0,17,4,0,0,0,0
ENSG00000214745,9,1,0,4,1,9,4
ENSG00000214748,1,0,0,0,2,2,4
ENSG00000214753,127,43,60,2939,3015,1688,3242
ENSG00000214754,1,16,42,0,0,0,1
ENSG00000214756,25,13,30,82,83,51,82
ENSG00000214759,6,20,8,0,0,1,2
ENSG00000214760,22,14,14,10,7,19,26
ENSG00000214761,2,3,4,1,1,0,2
ENSG00000214765,130,138,210,1786,1326,2020,2254
ENSG00000214770,3,36,45,8,22,9,19
ENSG00000214772,8,13,4,2,5,1,1
ENSG00000214773,31,8,17,9,13,14,19
ENSG00000214776,5,94,30,136,1,23,1
ENSG00000214782,0,26,24,0,0,0,0
ENSG00000214783,37,34,23,282,171,187,253
ENSG00000214784,17,1,2,197,390,395,564
ENSG00000214787,0,53,57,4,5,3,12
ENSG00000214788,0,0,0,0,0,0,0
ENSG00000214794,0,20,4,0,0,0,0
ENSG00000214796,4,83,105,0,0,0,1
ENSG00000214797,27,6,12,28,72,11,48
ENSG00000214803,9,4,1,3,2,2,5
ENSG00000214807,0,10,5,0,1,0,2
ENSG00000214810,2,7,11,2,0,6,4
ENSG00000214812,2,31,16,0,0,1,1
ENSG00000214814,0,33,34,0,1,0,1
ENSG00000214815,0,39,25,0,0,0,0
ENSG00000214819,0,18,6,0,0,0,0
ENSG00000214820,0,11,17,50,42,33,47
ENSG00000214821,2,3,1,1,1,0,2
ENSG00000214822,0,23,27,0,0,0,0
ENSG00000214823,0,0,0,0,0,0,0
ENSG00000214825,3,35,18,0,0,0,0
ENSG00000214826,21,71,47,501,147,393,357
ENSG00000214827,0,17,27,79,45,58,95
ENSG00000214832,0,15,20,8,17,16,20
ENSG00000214835,2,6,4,2,0,0,0
ENSG00000214837,4,53,55,51,50,54,30
ENSG00000214842,0,40,6,0,0,0,0
ENSG00000214843,0,2,0,0,0,0,0
ENSG00000214846,0,3,1,2,0,2,5
ENSG00000214851,0,78,92,0,4,2,3
ENSG00000214853,2,12,7,1,0,1,0
ENSG00000214855,2,14,42,2,0,0,1
ENSG00000214856,0,6,33,0,0,0,0
ENSG00000214857,0,0,0,0,0,0,0
ENSG00000214860,0,9,16,0,0,0,1
ENSG00000214866,2,57,46,0,0,0,0
ENSG00000214867,1,6,20,29,28,9,30
ENSG00000214869,0,10,0,0,0,0,0
ENSG00000214870,7,67,100,58,23,16,51
ENSG00000214872,36,44,15,293,172,60,90
ENSG00000214875,0,22,28,5,5,2,8
ENSG00000214878,2,3,28,0,0,0,0
ENSG00000214880,0,10,12,0,0,0,0
ENSG00000214881,4,6,6,6,5,3,4
ENSG00000214883,0,0,1,0,0,0,0
ENSG00000214886,0,6,0,0,0,1,0
ENSG00000214888,0,27,26,0,0,0,0
ENSG00000214889,0,0,0,0,0,0,0
ENSG00000214890,1,6,5,0,0,0,0
ENSG00000214891,0,43,89,0,0,0,0
ENSG00000214892,0,37,34,9,2,3,5
ENSG00000214894,9,66,104,2,3,2,2
ENSG00000214896,3,0,2,0,0,0,0
ENSG00000214897,0,48,81,0,0,1,0
ENSG00000214900,467,275,323,2150,2008,2522,2630
ENSG00000214903,0,0,0,0,0,0,0
ENSG00000214904,0,0,8,0,0,0,0
ENSG00000214908,0,4,13,5,4,7,10
ENSG00000214914,4,3,21,0,1,5,4
ENSG00000214915,0,3,1,0,0,0,0
ENSG00000214917,6,1,0,0,3,3,3
ENSG00000214919,1,64,58,0,0,0,1
ENSG00000214922,61,51,87,197,151,113,171
ENSG00000214925,2,3,1,0,0,67,0
ENSG00000214929,0,46,31,0,0,0,1
ENSG00000214930,0,1,2,0,0,0,0
ENSG00000214940,0,0,0,0,0,0,0
ENSG00000214941,130,77,133,923,859,708,1085
ENSG00000214942,5,17,19,0,1,0,0
ENSG00000214943,0,5,4,1,0,0,0
ENSG00000214944,8,287,247,1,2,2,3
ENSG00000214946,0,28,27,0,0,6,1
ENSG00000214954,3,29,19,75,82,73,77
ENSG00000214955,3,17,25,2,0,0,0
ENSG00000214960,5,60,88,17,21,16,34
ENSG00000214961,3,12,8,2,1,2,3
ENSG00000214967,0,1,2,0,0,0,0
ENSG00000214970,0,14,7,0,0,1,0
ENSG00000214973,3,30,32,6,8,5,9
ENSG00000214975,16,0,4,46,61,35,102
ENSG00000214976,0,7,5,0,0,0,0
ENSG00000214978,3,31,10,0,0,0,0
ENSG00000214980,2,37,31,0,0,0,1
ENSG00000214988,0,0,1,0,0,2,2
ENSG00000214992,3,37,55,11,1,4,5
ENSG00000214998,1,4,0,3,1,2,1
ENSG00000214999,6,5,19,11,22,14,13
ENSG00000215000,0,1,1,0,0,0,0
ENSG00000215002,8,2,7,1,0,0,0
ENSG00000215003,3,13,3,1,4,6,3
ENSG00000215004,0,8,4,0,0,0,0
ENSG00000215005,0,54,13,2,0,1,0
ENSG00000215006,3,13,17,15,13,11,21
ENSG00000215007,1,6,4,4,1,2,1
ENSG00000215009,0,4,39,0,0,0,0
ENSG00000215012,96,129,165,594,749,641,841
ENSG00000215014,19,72,80,133,90,102,156
ENSG00000215016,1,3,0,2,1,2,10
ENSG00000215018,12,66,74,11,39,6,17
ENSG00000215021,1164,122,247,7320,11308,8618,13199
ENSG00000215022,75,15,28,199,146,139,222
ENSG00000215023,0,16,35,1,0,1,0
ENSG00000215029,0,0,2,0,0,0,0
ENSG00000215030,154,10,41,5235,1822,22671,3934
ENSG00000215032,0,0,0,0,0,0,0
ENSG00000215034,0,0,0,0,0,0,0
ENSG00000215035,0,5,8,0,1,0,0
ENSG00000215037,2,13,5,0,0,0,0
ENSG00000215039,46,26,25,1014,988,1121,810
ENSG00000215041,56,152,277,2255,2001,2460,2769
ENSG00000215043,0,11,0,0,0,0,0
ENSG00000215045,14,157,194,139,127,168,206
ENSG00000215049,0,10,6,0,1,1,1
ENSG00000215054,0,12,6,0,0,0,0
ENSG00000215057,2,0,5,2,0,1,0
ENSG00000215063,6,18,6,2,1,7,11
ENSG00000215065,0,17,19,0,0,0,1
ENSG00000215067,57,117,124,227,298,261,405
ENSG00000215068,52,164,162,496,393,558,381
ENSG00000215070,3,2,12,0,1,1,1
ENSG00000215085,0,1,3,0,0,0,0
ENSG00000215086,4,21,9,8,8,27,35
ENSG00000215088,2,24,28,0,3,1,2
ENSG00000215089,0,27,29,0,1,0,0
ENSG00000215093,4,16,7,4,4,23,40
ENSG00000215094,0,12,12,0,0,0,0
ENSG00000215096,0,3,0,0,0,0,0
ENSG00000215097,2,18,27,0,0,5,0
ENSG00000215102,1,21,3,3,1,5,6
ENSG00000215105,9,148,259,279,209,472,350
ENSG00000215110,0,11,9,0,0,0,0
ENSG00000215112,0,0,0,0,0,0,0
ENSG00000215113,0,0,0,0,0,0,0
ENSG00000215114,92,66,51,1770,1813,887,1612
ENSG00000215115,0,0,0,0,0,0,0
ENSG00000215117,0,72,80,0,0,0,0
ENSG00000215120,0,10,6,0,1,4,2
ENSG00000215124,1,3,9,0,0,0,0
ENSG00000215126,14,22,10,289,254,315,194
ENSG00000215127,0,4,3,0,0,0,0
ENSG00000215131,0,56,41,2,4,0,1
ENSG00000215146,4,29,16,291,14,100,133
ENSG00000215148,0,32,48,0,0,0,1
ENSG00000215149,0,17,4,0,0,0,0
ENSG00000215151,1,22,42,0,0,0,0
ENSG00000215154,15,29,35,188,74,146,83
ENSG00000215156,39,84,18,20,27,39,31
ENSG00000215158,30,26,23,262,396,273,407
ENSG00000215160,0,66,52,0,1,0,0
ENSG00000215162,1,34,55,0,0,0,0
ENSG00000215165,0,17,17,0,0,0,0
ENSG00000215168,0,0,3,0,0,0,0
ENSG00000215174,5,131,79,3,0,0,3
ENSG00000215177,0,6,10,0,0,0,0
ENSG00000215179,0,9,35,2,1,0,1
ENSG00000215182,7,642,1090,0,0,1,4
ENSG00000215183,0,0,0,0,0,0,0
ENSG00000215184,0,8,2,0,0,0,0
ENSG00000215186,1,11,7,10,1,17,6
ENSG00000215187,0,18,8,7,3,7,4
ENSG00000215190,64,35,28,571,418,918,561
ENSG00000215193,148,234,186,2102,2371,1803,2614
ENSG00000215196,13,172,123,31,13,35,21
ENSG00000215197,0,1,1,1,0,0,0
ENSG00000215198,0,27,23,0,3,3,2
ENSG00000215199,6,14,12,5,2,4,5
ENSG00000215203,0,0,2,0,0,0,0
ENSG00000215206,0,11,6,0,0,0,0
ENSG00000215208,0,1,6,0,0,0,0
ENSG00000215210,4,8,7,25,18,21,35
ENSG00000215217,0,31,2,0,0,0,2
ENSG00000215218,0,67,26,29,2,9,11
ENSG00000215221,0,0,0,0,0,0,0
ENSG00000215223,4,5,6,0,0,0,0
ENSG00000215227,0,8,1,0,0,0,0
ENSG00000215231,1,16,34,0,0,0,0
ENSG00000215236,2,10,2,0,0,0,1
ENSG00000215237,0,23,13,0,0,1,0
ENSG00000215241,4,57,62,25,14,58,35
ENSG00000215244,4,115,27,69,35,44,68
ENSG00000215246,0,81,67,0,0,0,0
ENSG00000215251,95,82,105,2061,2615,2180,2508
ENSG00000215252,551,81,181,7733,3751,10300,7477
ENSG00000215256,167,128,206,350,764,378,530
ENSG00000215262,3,15,24,0,0,0,0
ENSG00000215263,0,2,1,0,0,0,0
ENSG00000215264,0,0,10,1,0,1,2
ENSG00000215267,0,16,4,0,0,0,0
ENSG00000215268,0,4,14,0,0,1,0
ENSG00000215269,0,0,0,0,0,0,0
ENSG00000215270,1,20,10,2,0,0,0
ENSG00000215271,77,45,23,193,267,161,227
ENSG00000215274,0,16,6,0,0,0,0
ENSG00000215277,2,35,25,4,2,1,4
ENSG00000215278,0,20,18,0,0,1,1
ENSG00000215283,0,3,4,6,8,14,19
ENSG00000215284,9,0,5,3,5,11,15
ENSG00000215286,0,0,0,0,0,0,0
ENSG00000215288,0,28,2,0,0,0,0
ENSG00000215296,0,31,12,0,0,0,0
ENSG00000215297,0,6,3,0,2,1,0
ENSG00000215301,1123,244,516,40982,37692,34354,42551
ENSG00000215302,9,16,3,295,224,213,264
ENSG00000215304,0,0,0,0,0,0,1
ENSG00000215305,195,47,105,3682,3101,3584,4957
ENSG00000215310,0,2,7,0,0,0,0
ENSG00000215311,2,38,23,0,1,2,4
ENSG00000215313,0,0,1,1,1,3,2
ENSG00000215317,1,24,11,1,0,0,0
ENSG00000215319,1,19,9,4,1,6,7
ENSG00000215325,0,9,0,0,0,0,0
ENSG00000215326,0,19,27,0,2,0,1
ENSG00000215333,1,17,11,0,0,0,0
ENSG00000215339,0,8,25,0,0,0,0
ENSG00000215343,0,5,5,0,0,0,0
ENSG00000215347,10,18,23,12,9,20,27
ENSG00000215349,5,34,2,1,2,4,5
ENSG00000215351,1,13,6,0,0,1,1
ENSG00000215353,0,20,24,0,0,0,0
ENSG00000215354,0,50,12,0,0,0,0
ENSG00000215356,0,12,1,0,0,0,0
ENSG00000215357,0,12,13,0,0,0,0
ENSG00000215367,3,60,28,8,5,5,9
ENSG00000215368,0,26,19,0,0,0,0
ENSG00000215369,0,0,1,0,0,0,0
ENSG00000215371,0,0,0,0,0,0,0
ENSG00000215372,0,99,61,0,0,0,0
ENSG00000215373,0,0,0,0,0,0,0
ENSG00000215374,0,34,24,33,62,86,73
ENSG00000215375,20,139,257,664,560,1588,1542
ENSG00000215378,0,1,0,0,0,0,0
ENSG00000215380,0,6,1,0,0,0,0
ENSG00000215381,0,6,16,1,3,0,4
ENSG00000215386,15,326,151,1,1,0,1
ENSG00000215388,4,16,12,51,47,74,84
ENSG00000215397,0,24,25,0,0,0,0
ENSG00000215398,0,4,7,0,0,0,0
ENSG00000215399,0,6,8,0,0,0,0
ENSG00000215403,0,24,12,0,0,0,0
ENSG00000215409,0,17,22,0,0,0,0
ENSG00000215414,4,0,0,19,13,11,16
ENSG00000215417,49,67,89,267,199,158,224
ENSG00000215418,0,0,0,0,0,0,0
ENSG00000215421,83,185,232,2369,2123,1738,2445
ENSG00000215424,131,171,169,508,299,296,378
ENSG00000215440,16,116,142,679,413,582,940
ENSG00000215441,0,66,16,2,1,1,4
ENSG00000215444,0,5,8,0,0,0,0
ENSG00000215448,1,3,2,0,0,0,0
ENSG00000215450,2,17,0,0,0,0,1
ENSG00000215452,0,9,19,0,0,2,1
ENSG00000215454,0,21,32,0,0,0,0
ENSG00000215455,0,27,33,0,0,0,0
ENSG00000215456,0,5,2,0,0,0,0
ENSG00000215457,1,5,2,0,0,1,2
ENSG00000215458,12,175,226,39,33,55,46
ENSG00000215464,0,18,25,2,3,3,9
ENSG00000215467,0,4,10,0,2,3,2
ENSG00000215472,0,0,0,0,0,0,0
ENSG00000215474,3,81,67,0,0,0,0
ENSG00000215475,1,116,23,0,0,0,0
ENSG00000215477,0,20,43,0,0,0,0
ENSG00000215478,0,45,59,0,0,0,1
ENSG00000215480,0,6,7,0,0,0,0
ENSG00000215481,0,12,5,4,2,1,7
ENSG00000215482,0,1,2,5,6,5,8
ENSG00000215483,13,163,98,129,59,71,118
ENSG00000215486,0,5,2,0,0,0,0
ENSG00000215492,22,4,1,173,179,210,356
ENSG00000215493,39,77,151,16,20,17,28
ENSG00000215498,0,34,40,0,0,0,0
ENSG00000215506,0,0,0,0,0,0,0
ENSG00000215507,0,0,0,0,0,0,0
ENSG00000215512,2,28,31,0,0,0,0
ENSG00000215515,0,3,3,13,13,3,11
ENSG00000215520,0,9,7,0,0,0,0
ENSG00000215529,7,88,27,19,11,31,30
ENSG00000215533,1,2,8,1,7,2,2
ENSG00000215537,0,0,0,0,0,0,0
ENSG00000215540,0,0,0,0,0,0,0
ENSG00000215544,0,1,0,0,0,0,0
ENSG00000215545,0,6,2,0,0,0,0
ENSG00000215546,0,7,7,0,0,0,0
ENSG00000215547,0,0,0,0,0,0,0
ENSG00000215548,0,44,28,38,272,29,124
ENSG00000215553,0,4,9,0,0,0,0
ENSG00000215559,12,97,99,140,14,144,6
ENSG00000215560,0,0,0,0,0,0,0
ENSG00000215562,0,18,8,0,0,0,0
ENSG00000215567,0,4,8,0,0,0,0
ENSG00000215568,0,101,30,0,1,0,0
ENSG00000215571,0,39,51,9,12,8,16
ENSG00000215572,0,3,10,1,0,0,0
ENSG00000215580,0,0,0,0,0,0,0
ENSG00000215583,0,0,0,0,0,0,0
ENSG00000215586,0,11,7,0,0,0,0
ENSG00000215589,0,5,1,1,0,0,0
ENSG00000215595,2,62,30,6,8,4,9
ENSG00000215601,0,0,0,0,0,0,0
ENSG00000215603,0,0,0,0,0,0,0
ENSG00000215604,0,7,8,0,0,0,0
ENSG00000215606,0,8,3,0,0,0,0
ENSG00000215612,0,61,66,0,0,0,0
ENSG00000215630,10,0,0,64,51,96,79
ENSG00000215644,0,82,150,0,0,25,1
ENSG00000215692,0,0,2,3,1,1,0
ENSG00000215695,0,0,0,3,0,0,4
ENSG00000215704,5,31,12,4,6,0,4
ENSG00000215712,26,70,34,741,1119,788,898
ENSG00000215717,163,120,138,4219,4713,3296,4688
ENSG00000215720,0,13,13,0,0,0,0
ENSG00000215734,0,16,10,0,0,0,1
ENSG00000215760,1,29,31,0,0,0,1
ENSG00000215765,0,9,0,0,0,0,0
ENSG00000215769,4,5,7,79,48,55,93
ENSG00000215771,0,8,5,1,0,0,1
ENSG00000215784,0,5,5,1,0,0,5
ENSG00000215785,0,7,5,1,7,6,3
ENSG00000215788,6,77,174,18,4,135,27
ENSG00000215790,30,31,53,248,277,156,448
ENSG00000215795,3,21,15,8,8,11,13
ENSG00000215796,4,15,27,1,2,3,8
ENSG00000215800,1,25,24,2,1,0,3
ENSG00000215802,0,14,14,0,0,0,1
ENSG00000215805,0,26,3,0,0,0,0
ENSG00000215807,0,35,6,0,0,0,0
ENSG00000215808,1,46,47,0,0,0,0
ENSG00000215811,3,14,21,4,3,3,3
ENSG00000215812,4,30,24,0,0,1,0
ENSG00000215817,2,7,9,21,17,29,47
ENSG00000215819,0,0,0,0,0,0,0
ENSG00000215833,0,20,0,1,0,1,3
ENSG00000215834,2,10,9,0,0,0,0
ENSG00000215835,6,9,3,32,28,33,49
ENSG00000215837,0,0,0,0,0,0,0
ENSG00000215838,5,26,34,12,7,8,18
ENSG00000215840,13,18,11,25,19,17,21
ENSG00000215841,1,15,43,0,0,0,0
ENSG00000215845,228,31,42,2817,1915,2067,2461
ENSG00000215846,0,1,0,0,0,0,0
ENSG00000215853,0,51,38,0,0,0,0
ENSG00000215859,2,36,25,52,30,53,59
ENSG00000215861,8,5,4,14,37,22,27
ENSG00000215864,0,21,32,0,0,0,0
ENSG00000215866,3,35,32,0,0,0,0
ENSG00000215867,5,1,2,3,5,8,20
ENSG00000215869,5,37,21,1,0,2,1
ENSG00000215871,0,3,4,0,0,0,0
ENSG00000215873,7,2,2,0,0,0,0
ENSG00000215874,0,1,3,0,0,0,0
ENSG00000215875,0,7,1,0,0,0,0
ENSG00000215878,1,7,12,6,0,0,2
ENSG00000215881,0,15,6,0,0,0,0
ENSG00000215883,16,84,70,461,433,396,537
ENSG00000215887,0,11,1,0,0,0,0
ENSG00000215893,0,0,4,0,1,0,3
ENSG00000215895,0,63,16,2,2,4,7
ENSG00000215899,1,3,2,1,3,4,7
ENSG00000215900,0,0,4,0,0,0,0
ENSG00000215905,0,6,14,0,0,0,0
ENSG00000215906,0,43,42,0,0,0,0
ENSG00000215908,145,495,516,4266,4855,5074,5135
ENSG00000215909,0,15,13,0,0,0,0
ENSG00000215910,1,119,206,7,3,5,7
ENSG00000215912,72,290,406,454,314,515,556
ENSG00000215914,0,0,1,4,5,15,3
ENSG00000215915,1,118,115,11,0,4,8
ENSG00000215930,0,2,0,1,0,0,2
