"genes","naiveB_S1R1","naiveB_S1R2","naiveB_S1R3","naiveB_S1R4","naiveB_S2R1","naiveB_S2R2","naiveB_S2R3","naiveB_S2R4","naiveB_S3R1","naiveB_S3R2","naiveB_S3R3"
"ENSG00000242281","0","0","0","8","0","0","0","0","0","0","0"
"ENSG00000242282","0","6","0","0","0","0","0","0","0","0","0"
"ENSG00000242285","0","0","0","0","0","0","0","0","9","0","0"
"ENSG00000242288","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242290","0","58","0","29","54","84","44","41","72","15","11"
"ENSG00000242291","0","0","0","0","0","0","0","0","2","0","0"
"ENSG00000242292","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242293","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242294","27","96","2","2","164","144","105","143","41","90","48"
"ENSG00000242295","0","1","0","0","0","0","0","0","2","3","0"
"ENSG00000242296","0","0","0","25","0","0","0","0","0","0","0"
"ENSG00000242299","527","527","838","248","43","42","14","33","62","49","21"
"ENSG00000242307","0","0","0","12","0","3","3","0","0","5","2"
"ENSG00000242308","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242314","0","0","0","1","0","0","0","0","1","7","2"
"ENSG00000242315","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242317","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242318","0","0","0","48","7","0","0","0","45","10","2"
"ENSG00000242320","0","1","0","0","0","0","0","0","0","0","0"
"ENSG00000242321","0","0","0","0","0","0","0","0","3","2","0"
"ENSG00000242324","0","0","0","9","0","4","6","11","0","0","0"
"ENSG00000242325","0","0","1","4","8","0","0","7","0","3","0"
"ENSG00000242326","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242327","0","7","1","0","0","0","0","0","2","5","0"
"ENSG00000242329","0","0","0","0","0","0","0","0","0","0","2"
"ENSG00000242330","0","116","0","1","63","110","21","38","19","4","1"
"ENSG00000242337","0","0","0","26","0","0","0","0","6","2","0"
"ENSG00000242338","3","0","7","11","4","12","7","6","10","33","8"
"ENSG00000242339","0","0","0","6","0","0","0","0","0","0","0"
"ENSG00000242341","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242348","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242352","0","2","0","0","0","1","0","0","0","0","0"
"ENSG00000242353","0","0","0","65","0","0","5","0","0","1","0"
"ENSG00000242358","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242360","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242362","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242364","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242365","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242366","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242370","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242371","116","68","24","0","11","2","5","6","0","0","0"
"ENSG00000242372","727","1079","1409","591","256","141","338","223","110","176","48"
"ENSG00000242375","4","1","0","0","6","3","9","3","0","0","1"
"ENSG00000242381","0","0","0","75","0","0","0","0","0","0","0"
"ENSG00000242385","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242387","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242389","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242390","0","0","0","0","1","0","0","0","0","1","0"
"ENSG00000242391","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242393","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242396","0","0","0","48","0","0","0","0","0","0","0"
"ENSG00000242398","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242399","1","0","0","27","0","0","0","0","0","0","0"
"ENSG00000242405","0","9","3","0","0","0","0","0","5","2","5"
"ENSG00000242407","0","0","0","10","0","0","0","0","0","0","0"
"ENSG00000242411","0","0","0","1","0","1","0","1","0","2","0"
"ENSG00000242412","0","0","0","0","0","21","4","0","0","5","4"
"ENSG00000242417","0","0","2","0","0","0","0","0","0","0","0"
"ENSG00000242419","0","0","0","0","0","0","5","0","5","0","0"
"ENSG00000242423","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242428","0","0","0","11","0","1","0","0","6","4","0"
"ENSG00000242430","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242431","0","0","0","1","0","0","0","0","20","17","2"
"ENSG00000242435","0","0","0","0","7","2","0","0","0","0","0"
"ENSG00000242436","0","0","0","0","0","0","1","0","0","0","0"
"ENSG00000242439","0","0","0","24","0","0","0","0","0","0","0"
"ENSG00000242440","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000242441","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242444","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242445","0","5","5","5","0","2","1","0","26","1","1"
"ENSG00000242456","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000242457","36","0","0","13","2","2","1","5","4","4","4"
"ENSG00000242461","0","0","0","0","0","0","0","0","19","0","0"
"ENSG00000242472","97","114","3","0","196","192","140","129","69","72","18"
"ENSG00000242473","1","0","65","174","0","0","8","1","0","0","0"
"ENSG00000242474","0","0","442","44","166","324","110","94","64","143","30"
"ENSG00000242477","2","5","78","0","1","0","1","1","69","24","16"
"ENSG00000242479","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242482","0","0","0","5","0","0","0","0","0","0","0"
"ENSG00000242483","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242485","931","438","339","205","150","131","177","150","241","389","79"
"ENSG00000242488","0","0","0","6","0","0","0","0","2","9","1"
"ENSG00000242493","0","0","0","2","0","0","1","0","0","0","0"
"ENSG00000242498","0","1","0","20","0","48","15","8","29","3","2"
"ENSG00000242507","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242509","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242510","0","0","0","0","13","13","0","9","14","1","1"
"ENSG00000242512","0","0","73","76","0","0","0","0","2","2","6"
"ENSG00000242515","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242516","0","0","461","105","18","21","16","2","24","14","2"
"ENSG00000242520","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000242522","0","29","238","121","11","9","2","10","9","39","1"
"ENSG00000242524","0","0","0","13","0","0","0","0","0","0","0"
"ENSG00000242525","0","4","0","1","3","0","0","0","6","8","1"
"ENSG00000242527","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000242529","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242531","0","0","2","0","1","1","2","4","12","5","7"
"ENSG00000242534","25","24","1","0","1","3","0","2","0","1","0"
"ENSG00000242536","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000242537","0","0","0","74","0","0","0","0","0","2","0"
"ENSG00000242539","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242540","0","0","0","8","0","0","0","0","0","0","0"
"ENSG00000242545","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242547","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242550","0","0","0","9","0","0","3","82","0","0","0"
"ENSG00000242551","0","0","0","0","2","8","6","0","0","0","0"
"ENSG00000242552","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242553","0","0","0","49","47","48","14","31","41","44","8"
"ENSG00000242559","0","0","0","0","0","3","6","0","0","2","0"
"ENSG00000242560","0","0","0","4","0","0","0","0","0","0","0"
"ENSG00000242561","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242562","0","0","0","20","0","0","0","0","0","2","0"
"ENSG00000242565","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242568","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242571","3","19","5","1","0","2","2","0","18","11","8"
"ENSG00000242573","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000242574","5513","9138","13125","1401","10544","12048","10388","10922","6193","10201","2927"
"ENSG00000242575","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242578","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242580","455","342","0","92","15","17","36","25","4","41","7"
"ENSG00000242583","0","0","0","0","0","0","1","0","10","2","0"
"ENSG00000242586","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242588","57","24","0","4","28","24","16","23","159","211","16"
"ENSG00000242590","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242593","0","0","42","45","0","0","0","0","5","2","0"
"ENSG00000242595","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242598","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242599","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242600","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242602","0","0","0","13","12","17","9","0","42","62","45"
"ENSG00000242607","0","0","0","13","0","24","9","7","3","6","9"
"ENSG00000242608","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000242609","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000242610","0","0","0","36","0","0","0","0","0","0","0"
"ENSG00000242611","0","0","11","0","0","0","0","0","0","0","0"
"ENSG00000242612","2","313","0","1","49","80","77","72","4","38","2"
"ENSG00000242613","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242614","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242615","10","0","0","3","20","12","11","11","24","43","15"
"ENSG00000242616","68","20","2","12","2","3","1","3","20","6","0"
"ENSG00000242618","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242622","0","1","0","58","3","29","15","43","58","38","12"
"ENSG00000242628","0","1","27","211","182","121","86","25","179","126","46"
"ENSG00000242634","0","0","1","0","0","0","0","0","1","1","0"
"ENSG00000242635","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242636","0","0","143","0","0","0","0","0","16","1","2"
"ENSG00000242638","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242640","0","1","8","8","0","0","0","0","0","0","0"
"ENSG00000242641","0","28","211","44","0","0","0","0","0","3","0"
"ENSG00000242650","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242651","0","0","0","0","0","0","0","0","7","4","1"
"ENSG00000242653","0","0","0","3","0","0","0","0","0","0","0"
"ENSG00000242654","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242657","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242659","0","27","2","0","1","7","10","3","2","1","0"
"ENSG00000242660","0","2","1","0","0","0","0","0","1","0","0"
"ENSG00000242661","0","0","0","0","0","0","2","0","8","1","0"
"ENSG00000242667","0","1","3","0","0","0","0","0","0","3","0"
"ENSG00000242668","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000242670","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000242671","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000242673","0","0","208","3","0","0","0","0","0","0","0"
"ENSG00000242675","0","0","0","0","0","0","0","0","3","0","0"
"ENSG00000242683","0","4","0","1","0","0","3","0","5","3","0"
"ENSG00000242686","0","0","0","0","0","0","0","0","2","4","2"
"ENSG00000242688","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242689","0","0","0","0","4","0","2","13","47","43","13"
"ENSG00000242692","1","9","1","2","0","0","0","0","5","0","0"
"ENSG00000242696","0","0","0","0","1","2","0","0","0","1","1"
"ENSG00000242697","0","7","5","0","1","0","11","1","1","5","2"
"ENSG00000242699","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242703","0","0","0","13","0","0","0","0","0","0","0"
"ENSG00000242705","0","0","6","40","0","0","0","0","0","7","2"
"ENSG00000242706","0","0","0","0","11","0","0","0","1","0","1"
"ENSG00000242707","0","0","0","22","0","1","1","0","9","1","2"
"ENSG00000242709","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000242715","0","0","0","3","0","0","0","0","0","0","1"
"ENSG00000242719","0","0","0","0","0","0","0","0","36","7","1"
"ENSG00000242727","0","0","0","32","0","0","0","0","0","0","0"
"ENSG00000242728","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242729","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000242731","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242732","0","0","0","0","3","14","19","20","0","2","5"
"ENSG00000242735","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242736","0","0","0","0","0","0","1","0","0","0","0"
"ENSG00000242737","0","0","0","14","0","0","1","3","7","16","6"
"ENSG00000242741","0","0","0","9","0","0","0","0","0","0","0"
"ENSG00000242747","1","9","0","2","0","2","0","0","8","4","0"
"ENSG00000242748","0","5","0","0","0","0","0","0","8","10","0"
"ENSG00000242752","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000242753","0","0","1","15","0","0","0","0","0","0","0"
"ENSG00000242756","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242757","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242759","0","49","4","101","0","0","1","0","0","12","4"
"ENSG00000242764","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242766","0","64","0","19","22","0","13","34","36","2","2"
"ENSG00000242767","0","0","0","1","1","13","7","0","71","48","15"
"ENSG00000242768","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000242769","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242770","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242771","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242775","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242779","0","0","0","86","18","6","21","13","0","28","2"
"ENSG00000242781","0","4","2","10","2","0","0","0","0","2","0"
"ENSG00000242790","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242791","0","0","1","0","0","11","0","0","8","0","0"
"ENSG00000242793","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242794","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242795","0","0","404","0","0","0","0","0","0","0","0"
"ENSG00000242797","0","1","0","0","0","3","7","12","1","1","2"
"ENSG00000242798","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000242802","4","297","607","89","893","790","755","775","115","371","122"
"ENSG00000242807","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242808","0","2","253","91","4","8","19","0","3","9","2"
"ENSG00000242810","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242811","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242814","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242816","0","0","0","50","0","0","0","0","0","9","0"
"ENSG00000242818","0","0","0","0","4","1","0","0","0","0","0"
"ENSG00000242828","0","0","1","0","1","0","0","0","0","0","0"
"ENSG00000242829","0","0","0","0","5","6","2","1","7","11","1"
"ENSG00000242834","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242836","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242837","0","0","0","0","0","0","0","0","2","0","0"
"ENSG00000242841","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242849","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242850","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242852","13","54","1","0","17","1","1","1","24","57","5"
"ENSG00000242853","0","59","0","884","37","36","12","4","12","16","4"
"ENSG00000242854","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242855","1","0","0","0","0","0","0","0","1","0","0"
"ENSG00000242856","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242858","2","2","2","11","0","0","0","0","49","33","19"
"ENSG00000242860","0","54","0","0","0","1","1","0","0","0","0"
"ENSG00000242861","32","0","3","30","69","115","94","78","164","342","238"
"ENSG00000242863","0","0","0","6","0","0","0","0","0","0","0"
"ENSG00000242865","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242866","0","0","470","0","1","1","0","11","4","1","0"
"ENSG00000242875","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242876","0","0","0","0","0","0","3","1","4","2","2"
"ENSG00000242880","0","128","0","25","13","4","16","9","10","23","7"
"ENSG00000242882","0","0","0","83","0","0","0","0","7","3","2"
"ENSG00000242887","15","119","0","0","37","28","21","35","61","171","29"
"ENSG00000242888","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242889","0","0","0","0","0","3","1","0","0","3","2"
"ENSG00000242893","0","45","0","0","6","11","6","10","13","16","7"
"ENSG00000242894","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242899","1","2","1","33","0","0","0","0","1","2","1"
"ENSG00000242902","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242908","0","0","0","2","6","0","0","0","1","0","0"
"ENSG00000242911","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000242912","0","0","0","0","0","3","0","5","6","5","2"
"ENSG00000242915","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242922","0","1","0","0","0","0","0","0","0","1","1"
"ENSG00000242925","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242928","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242931","2","1","1","63","24","12","20","15","2","5","0"
"ENSG00000242936","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242941","0","0","0","0","0","10","0","0","0","2","0"
"ENSG00000242943","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242945","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242948","0","0","0","6","0","0","0","0","0","0","1"
"ENSG00000242950","0","0","0","0","1","0","0","0","36","17","14"
"ENSG00000242951","1","3","4","1","0","1","0","0","2","1","0"
"ENSG00000242952","0","2","0","2","0","0","1","0","2","3","1"
"ENSG00000242953","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242958","0","0","0","0","14","9","7","13","84","6","0"
"ENSG00000242960","6","9","4","1","1","0","2","1","0","0","0"
"ENSG00000242963","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242968","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000242970","0","7","5","0","0","0","0","7","1","0","3"
"ENSG00000242971","0","0","0","0","0","1","0","0","0","5","1"
"ENSG00000242973","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242976","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000242978","0","0","0","0","0","0","0","0","4","4","0"
"ENSG00000242979","0","0","0","0","0","0","1","0","1","1","0"
"ENSG00000242983","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242985","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242986","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000242989","0","0","0","32","0","0","0","0","0","0","0"
"ENSG00000242990","0","0","0","0","0","0","0","0","1","4","0"
"ENSG00000242991","0","0","0","5","0","0","0","0","0","0","0"
"ENSG00000242992","72","64","2","5","5","12","0","0","35","29","16"
"ENSG00000242993","0","0","0","0","0","0","0","0","2","0","1"
"ENSG00000242995","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000242998","0","0","0","25","0","0","0","0","0","0","0"
"ENSG00000242999","0","0","0","1","23","37","40","6","49","48","2"
